sample id,sentence,domain,gold_label,agg_human_pred,agg_human_confidence,inp,predicted,logit_false,logit_true,sm_false,sm_true,entropy,gold_label,check,
80,John tried to leave.,out,1,1,1,cola sentence: John tried to leave.,TRUE,-6.790789127,-2.330733061,0.01142956962,0.9885704304,0.09012791542,TRUE,TRUE,1
72,It never occurred to Pat that Chris knew the answer.,out,1,1,1,cola sentence: It never occurred to Pat that Chris,TRUE,-7.60050106,-3.628341675,0.01848460663,0.9815153934,0.1328453583,TRUE,TRUE,1
158,Heidi thinks that Andy should eat salmon flavored candy bars.,in,1,1,1,cola sentence: Heidi thinks that Andy should eat s,TRUE,-6.343612671,-3.456987858,0.0528187207,0.9471812793,0.2982521099,TRUE,TRUE,1
151,A sick owl doesn't hunt mice.,in,1,1,1,cola sentence: A sick owl doesn't hunt mice.,TRUE,-5.695142746,-1.969472408,0.02352994227,0.9764700577,0.1608258723,TRUE,TRUE,1
47,Max is on the phone now.,out,1,1,1,cola sentence: Max is on the phone now.,TRUE,-7.524607658,-2.685110092,0.00784893468,0.9921510653,0.06616891949,TRUE,TRUE,1
68,The patient died.,out,1,1,1,cola sentence: The patient died.,TRUE,-6.518551826,-2.18263793,0.01292077407,0.9870792259,0.09958683973,TRUE,TRUE,1
178,I will fix the computer for Carol.,in,1,1,1,cola sentence: I will fix the computer for Carol.,TRUE,-6.705753803,-2.170483828,0.01061022741,0.9893897726,0.08481194859,TRUE,TRUE,1
110,Mary saw the boy walking toward the railroad station.,in,1,1,1,cola sentence: Mary saw the boy walking toward the,TRUE,-7.722426891,-3.242727041,0.01120973272,0.9887902673,0.0887102696,TRUE,TRUE,1
0,"If Sam was going, Sally would know where.",out,1,1,0.8,"cola sentence: If Sam was going, Sally would know",TRUE,-6.216622829,-2.87852335,0.03428703097,0.965712969,0.2154551686,TRUE,TRUE,1
7,"The newspaper has reported that they are about to appoint someone, but I can't remember who the newspaper has reported that they are about to appoint.",out,1,1,0.8,cola sentence: The newspaper has reported that the,TRUE,-6.25388813,-3.683987141,0.071100843,0.928899157,0.3700184176,TRUE,TRUE,1
,,,,,,,,,,,,,,,139
,,,,,,,,,,,,,,,0.8853503185
