sample_id,pid,qid,aid,gold_label,agg_human_score,agg_human_pred,pred_conf,gold_conf,entropy,pred_label
560,wikiMovieSummaries/3614683.txt,5,0,0,0.0,0,0.9008226573467256,0.9008226573467256,0.466382399308581,0
561,wikiMovieSummaries/3614683.txt,5,1,1,1.0,1,0.9832938313484192,0.0167061766609549,0.122523950821034,0
562,wikiMovieSummaries/3614683.txt,5,2,0,0.0,0,0.9874732851982116,0.9874732851982116,0.0971129669003802,0
563,wikiMovieSummaries/3614683.txt,5,3,0,0.0,0,0.972357940673828,0.972357940673828,0.1824253804298248,0
564,wikiMovieSummaries/3614683.txt,6,0,1,1.0,1,0.8877016186714173,0.8877016186714173,0.506809852456294,1
565,wikiMovieSummaries/3614683.txt,6,1,0,0.0,0,0.923688280582428,0.923688280582428,0.3890480952063261,0
566,wikiMovieSummaries/3614683.txt,6,2,0,0.0,0,0.9686182498931885,0.9686182498931885,0.2012746387681866,0
567,wikiMovieSummaries/3614683.txt,6,3,0,0.0,0,0.9826848030090332,0.9826848030090332,0.1260882865474491,0
568,wikiMovieSummaries/3614683.txt,6,4,1,0.75,1,0.7235436230897904,0.2764563765376806,0.8505773273280477,0
569,wikiMovieSummaries/3614683.txt,6,5,0,0.0,0,0.98512801527977,0.98512801527977,0.1115871135899109,0
570,wikiMovieSummaries/3614683.txt,7,0,1,0.5,0,0.9141663610935212,0.0858336413279175,0.422407988997349,0
571,wikiMovieSummaries/3614683.txt,7,1,0,0.25,0,0.8134370803833008,0.8134370803833008,0.694225722110138,0
572,wikiMovieSummaries/3614683.txt,7,2,0,0.0,0,0.8213429927825928,0.8213429927825928,0.6771302479610948,0
573,wikiMovieSummaries/3614683.txt,7,3,0,0.25,0,0.8750451505184174,0.8750451505184174,0.5434377082600917,0
574,wikiMovieSummaries/3614683.txt,7,4,1,0.5,0,0.964504325389862,0.0354956700466573,0.2212443355202471,0
575,wikiMovieSummaries/3614683.txt,8,0,0,0.0,0,0.6438734859228135,0.6438734859228135,0.9394208520207736,0
576,wikiMovieSummaries/3614683.txt,8,1,1,1.0,1,0.6890235960483551,0.3109764128923416,0.894297342779365,0
577,wikiMovieSummaries/3614683.txt,9,0,0,0.25,0,0.9194923996925354,0.9194923996925354,0.4039652501669307,0
578,wikiMovieSummaries/3614683.txt,9,1,1,0.25,0,0.985165935754776,0.0148340668529272,0.1113576074666251,0
579,wikiMovieSummaries/3614683.txt,9,2,0,0.0,0,0.9688452541828156,0.9688452541828156,0.2001501429336719,0
580,wikiMovieSummaries/3614683.txt,9,3,0,0.0,0,0.9687901258468627,0.9687901258468627,0.2004234431853594,0
581,wikiMovieSummaries/3614683.txt,9,4,1,1.0,1,0.9775462687015534,0.0224537292495369,0.1550043040872236,0
582,wikiMovieSummaries/3614683.txt,10,0,1,1.0,1,0.9366741716861724,0.063325828127563,0.3405081250917952,0
583,wikiMovieSummaries/3614683.txt,10,1,0,0.0,0,0.9847789347171784,0.9847789347171784,0.1136929077241947,0
584,wikiMovieSummaries/3614683.txt,10,2,0,0.0,0,0.877584844827652,0.877584844827652,0.5362635552321354,0
585,wikiMovieSummaries/3614683.txt,10,3,0,0.0,0,0.7479887574911117,0.7479887574911117,0.8144503093745107,0
586,wikiMovieSummaries/3614683.txt,11,0,1,0.75,1,0.9429587185382844,0.0570412825793027,0.3155861869400343,0
587,wikiMovieSummaries/3614683.txt,11,1,0,0.0,0,0.9866998076438904,0.9866998076438904,0.1019522401681993,0
588,wikiMovieSummaries/3614683.txt,11,2,1,1.0,1,0.8482809126377105,0.1517190665006637,0.6141256100051371,0
589,wikiMovieSummaries/3614683.txt,11,3,0,0.0,0,0.6310604244470597,0.6310604244470597,0.9498543912192172,0
590,wikiMovieSummaries/3614683.txt,11,4,0,0.0,0,0.919287931919098,0.919287931919098,0.4046833162435296,0
591,wikiMovieSummaries/3614683.txt,12,0,1,0.75,1,0.6812544643878937,0.318745544180274,0.903012060316552,0
592,wikiMovieSummaries/3614683.txt,12,1,0,0.0,0,0.661546477675438,0.661546477675438,0.9233311375674343,0
593,wikiMovieSummaries/3614683.txt,12,2,0,0.0,0,0.972206312417984,0.972206312417984,0.1832036641798708,0
594,wikiMovieSummaries/3614683.txt,12,3,1,0.75,1,0.8720371186733246,0.8720371186733246,0.5518248381931443,1
595,wikiMovieSummaries/3614683.txt,12,4,0,0.0,0,0.9625223398208618,0.9625223398208618,0.230605436040055,0
596,wikiMovieSummaries/3614683.txt,13,0,0,0.25,0,0.9275294303894044,0.9275294303894044,0.3750764445536408,0
597,wikiMovieSummaries/3614683.txt,13,1,0,0.0,0,0.9389825880527496,0.9389825880527496,0.3314705085701367,0
598,wikiMovieSummaries/3614683.txt,13,2,1,0.75,1,0.5651441216468811,0.4348558828234672,0.9877202275100236,0
599,wikiMovieSummaries/3614683.txt,13,3,0,0.0,0,0.8329060077667236,0.8329060077667236,0.6510136981611396,0
600,wikiMovieSummaries/3614683.txt,14,0,0,0.25,0,0.9810038983821868,0.9810038983821868,0.1357662661869902,0
601,wikiMovieSummaries/3614683.txt,14,1,1,0.5,0,0.5540445953607559,0.5540445953607559,0.9915558130913268,1
602,wikiMovieSummaries/3614683.txt,14,2,0,0.25,0,0.975711578130722,0.975711578130722,0.1648848195686969,0
603,wikiMovieSummaries/3614683.txt,14,3,1,0.75,1,0.6715606570243835,0.3284393403679132,0.9133239025980876,0
604,wikiMovieSummaries/3614683.txt,14,4,0,0.0,0,0.8694412052631378,0.8694412052631378,0.5589687036725653,0
605,wikiMovieSummaries/3614683.txt,15,0,1,0.5,0,0.7122463762760163,0.7122463762760163,0.8658017462211783,1
606,wikiMovieSummaries/3614683.txt,15,1,0,0.0,0,0.9872761368751526,0.9872761368751526,0.0983530644791753,0
607,wikiMovieSummaries/3614683.txt,15,2,0,0.0,0,0.9778874516487122,0.9778874516487122,0.1531431328960339,0
608,wikiMovieSummaries/3614683.txt,15,3,1,0.75,1,0.924096953868866,0.0759030446410179,0.3875761733709181,0
609,wikiMovieSummaries/3614683.txt,15,4,0,0.0,0,0.6442160114645958,0.6442160114645958,0.9391278348054948,0
610,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,0,0,0,0.0,0,0.8105127483606338,0.8105127483606338,0.7003975823517106,0
611,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,0,1,0,0.25,0,0.8789406657218933,0.8789406657218933,0.5323982178060973,0
612,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,0,2,0,0.0,0,0.5378484129905701,0.5378484129905701,0.9958627151204732,0
613,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,0,3,1,0.75,1,0.7947473883628845,0.7947473883628845,0.7323097519855533,1
614,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,1,0,0,0.0,0,0.9142844319343568,0.9142844319343568,0.4220049561933556,0
615,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,1,1,0,0.25,0,0.8453285038471222,0.1546715065836906,0.6214083201061319,1
616,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,1,2,0,0.0,0,0.9282025158405304,0.9282025158405304,0.3725959511363594,0
617,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,1,3,1,0.75,1,0.836972689628601,0.836972689628601,0.6415028864751394,1
618,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,1,4,0,0.0,0,0.8911461532115936,0.8911461532115936,0.4964490860297247,0
619,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,2,0,1,0.5,0,0.8767961382865905,0.8767961382865905,0.5385007408646437,1
620,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,2,1,0,0.5,0,0.9212201058864592,0.9212201058864592,0.3978654008767256,0
621,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,2,2,0,0.0,0,0.6620371520519257,0.3379628263413906,0.9228559232104484,1
622,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,2,3,1,0.0,0,0.8443521618843078,0.8443521618843078,0.623795372998657,1
623,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,2,4,0,0.0,0,0.9203422129154204,0.0796577852219343,0.4009722264609438,1
624,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,3,0,0,0.25,0,0.94068763256073,0.94068763256073,0.3247091340981285,0
625,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,3,1,1,0.25,0,0.5865605562925339,0.5865605562925339,0.9782712413855656,1
626,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,3,2,1,0.25,0,0.9318796753883362,0.0681203208863735,0.3588695796034995,0
627,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,3,3,0,0.25,0,0.909455382823944,0.909455382823944,0.4382850287907454,0
628,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,4,0,0,0.0,0,0.8212873458862304,0.8212873458862304,0.6772526905771332,0
629,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,4,1,0,0.25,0,0.6534883171319962,0.6534883171319962,0.9309140489297472,0
630,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,4,2,0,0.0,0,0.7814221799373626,0.7814221799373626,0.7575621265684623,0
631,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,4,3,1,0.5,0,0.7859331607818604,0.7859331607818604,0.7491847796030708,1
632,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,4,4,1,0.25,0,0.5396462947130203,0.4603537041693926,0.9954598964554724,0
633,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,5,0,0,0.0,0,0.5421577647328377,0.4578422382473945,0.994865769172784,1
634,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,5,1,0,0.0,0,0.5389730483293533,0.4610269591212272,0.9956129375977284,1
635,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,5,2,1,1.0,1,0.9035813331604003,0.9035813331604003,0.4575391340620479,1
636,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,5,3,0,0.0,0,0.5208732545375824,0.4791267484426498,0.998742491226127,1
637,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,5,4,1,0.0,0,0.8261762440204621,0.8261762440204621,0.6663776269000841,1
638,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,6,0,0,0.0,0,0.6824294835329056,0.3175705030560493,0.9017198816829268,1
639,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,6,1,0,0.25,0,0.7694549083709716,0.7694549083709716,0.7789603240815841,0
640,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,6,2,1,0.5,0,0.7871485352516174,0.7871485352516174,0.7468979820430905,1
641,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,6,3,0,0.0,0,0.975874489545822,0.975874489545822,0.164016081322894,0
642,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,6,4,1,0.25,0,0.7877699792385101,0.7877699792385101,0.7457237890257759,1
643,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,6,5,0,0.0,0,0.8525198817253112,0.8525198817253112,0.6034981725160251,0
644,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,7,0,0,0.0,0,0.8433490931987763,0.1566509000957012,0.6262369026525902,1
645,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,7,1,1,0.0,0,0.6110799081623555,0.6110799081623555,0.9640991070847952,1
646,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,7,2,1,0.25,0,0.8645814955234528,0.8645814955234528,0.5721133513905371,1
647,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,7,3,0,0.25,0,0.8879175543785095,0.112082464993,0.5061655162368706,1
648,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,7,4,0,0.0,0,0.6975993633270263,0.3024006471037864,0.8842056620648814,1
649,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,7,5,0,0.25,0,0.8975433349609375,0.8975433349609375,0.4767350180195429,0
650,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,8,0,1,0.5,0,0.6047660574316979,0.6047660574316979,0.968094260610809,1
651,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,8,1,0,0.0,0,0.690816330909729,0.690816330909729,0.8922289051712926,0
652,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,8,2,0,0.25,0,0.6116389542818069,0.3883610278367996,0.963733717586018,1
653,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,8,3,0,0.0,0,0.5194482997059822,0.4805517047643661,0.9989083654536132,1
654,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,9,0,0,0.25,0,0.701991418004036,0.701991418004036,0.8788429744167163,0
655,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,9,1,0,0.0,0,0.700668266415596,0.700668266415596,0.880472477577301,0
656,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,9,2,1,0.5,0,0.9215824842453004,0.9215824842453004,0.3965785717957889,1
657,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,9,3,1,0.25,0,0.942025089263916,0.942025089263916,0.319353052811058,1
658,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,9,4,0,0.0,0,0.8934652723371983,0.8934652723371983,0.4893743047688427,0
659,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,10,0,0,0.25,0,0.7577339380979538,0.242266072332859,0.7987884097254971,1
660,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,10,1,0,0.0,0,0.756348729133606,0.756348729133606,0.8010596517913366,0
661,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,10,2,0,0.0,0,0.7393583655357361,0.7393583655357361,0.8277130421622135,0
662,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,10,3,0,0.0,0,0.9720583617687224,0.9720583617687224,0.1839617522076396,0
663,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,10,4,1,0.75,1,0.8690688014030457,0.8690688014030457,0.5599864848974553,1
664,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,11,0,0,0.0,0,0.915355622768402,0.915355622768402,0.41833611815046,0
665,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,11,1,0,0.25,0,0.7543789207935333,0.2456210680305957,0.8042636258532608,1
666,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,11,2,0,0.25,0,0.9034804224967956,0.9034804224967956,0.4578647916690341,0
667,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,11,3,1,0.5,0,0.9072614014148712,0.9072614014148712,0.4455454866871169,1
668,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,11,4,0,0.0,0,0.9826618611812592,0.9826618611812592,0.1262220132426761,0
669,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,12,0,0,0.25,0,0.7763422727584839,0.7763422727584839,0.766790393253557,0
670,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,12,1,1,0.5,0,0.7628262102603912,0.7628262102603912,0.7903087167146232,1
671,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,12,2,0,0.25,0,0.6137116312980652,0.3862883672118187,0.9623624821215117,1
672,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,12,3,0,0.0,0,0.6416727066040039,0.3583273082971573,0.9412859594514904,1
673,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,12,4,0,0.25,0,0.9745878636837004,0.9745878636837004,0.1708342042788812,0
674,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,13,0,1,0.0,0,0.8920300006866455,0.8920300006866455,0.4937622818533903,1
675,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,13,1,0,0.0,0,0.9494146406650544,0.9494146406650544,0.2888783494771789,0
676,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,13,2,0,0.0,0,0.5390823926776648,0.4609176203608512,0.995588261506444,1
677,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,13,3,1,1.0,1,0.908208590745926,0.908208590745926,0.4424212076103334,1
678,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,13,4,0,0.0,0,0.629175329208374,0.629175329208374,0.951303192895764,0
679,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,14,0,0,0.0,0,0.9454027950763704,0.9454027950763704,0.3056135138301744,0
680,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,14,1,0,0.5,0,0.9439624965190888,0.9439624965190888,0.3115102295642551,0
681,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,14,2,1,0.25,0,0.8033379912376404,0.8033379912376404,0.7152016866677965,1
682,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,14,3,0,0.0,0,0.9363904416561126,0.9363904416561126,0.3416098953579626,0
683,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,14,4,1,0.25,0,0.7408004805445672,0.7408004805445672,0.8255360316116521,1
684,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,15,0,0,0.0,0,0.9154409348964692,0.9154409348964692,0.418043031539564,0
685,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,15,1,0,0.0,0,0.9749485552310944,0.9749485552310944,0.1689329130057524,0
686,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,15,2,1,0.75,1,0.8767899811267853,0.8767899811267853,0.5385181921422509,1
687,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,15,3,0,0.25,0,0.7128445208072662,0.7128445208072662,0.8650183955589026,0
688,Wiki_articles-paragraphs-wikiAlbert Camus-9.txt,15,4,0,0.0,0,0.8476251095533371,0.8476251095533371,0.6157517202662774,0
689,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,0,0,0,0.25,0,0.6423064470291138,0.6423064470291138,0.9407520073579148,0
690,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,0,1,1,0.25,0,0.7096547961235047,0.2903451964259148,0.8691667448100575,0
691,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,0,2,1,0.5,0,0.6826684802770615,0.3173315189778805,0.9014559435504452,0
692,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,1,0,0,0.0,0,0.8066408634185791,0.8066408634185791,0.7084458511718547,0
693,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,1,1,0,0.0,0,0.7986811578273774,0.7986811578273774,0.7245579551465322,0
694,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,1,2,0,0.0,0,0.831510192155838,0.831510192155838,0.6542384199451824,0
695,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,1,3,1,0.75,1,0.716812664270401,0.2831873506307601,0.8597575264280937,0
696,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,1,4,0,0.0,0,0.8061327576637268,0.8061327576637268,0.7094917025921905,0
697,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,1,5,0,0.0,0,0.8352349758148193,0.8352349758148193,0.6455880820424066,0
698,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,2,0,0,0.25,0,0.704738974571228,0.704738974571228,0.8754206249775917,0
699,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,2,1,0,0.0,0,0.6943600207567215,0.6943600207567215,0.8880762998010788,0
700,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,2,2,0,0.0,0,0.7165839016437531,0.7165839016437531,0.860063829926741,0
701,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,2,3,1,0.5,0,0.5532683879137039,0.4467316001653671,0.9917970839703858,0
702,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,2,4,0,0.0,0,0.7219429314136505,0.7219429314136505,0.8527898875722402,0
703,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,3,0,0,0.0,0,0.8748229026794434,0.8748229026794434,0.5440613721618824,0
704,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,3,1,0,0.0,0,0.7588805973529815,0.7588805973529815,0.7968968780343205,0
705,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,3,2,0,0.25,0,0.9475939750671388,0.9475939750671388,0.2965310806437465,0
706,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,3,3,1,0.5,0,0.8469980239868165,0.1530019804835319,0.6173020515430954,0
707,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,4,0,1,0.75,1,0.7012827873229981,0.2987172245979309,0.8797171829831523,0
708,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,4,1,0,0.0,0,0.6414484947919845,0.6414484947919845,0.9414742507087004,0
709,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,4,2,0,0.0,0,0.6917413592338562,0.6917413592338562,0.8911531144926239,0
710,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,4,3,0,0.0,0,0.7708321809768677,0.7708321809768677,0.776557800077797,0
711,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,4,4,0,0.0,0,0.7340472638607025,0.7340472638607025,0.8355969295655593,0
712,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,5,0,0,0.0,0,0.8600204646587372,0.8600204646587372,0.5841852375332989,0
713,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,5,1,0,0.25,0,0.550520145893097,0.4494798600673675,0.9926230806817224,1
714,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,5,2,1,0.5,0,0.76060950756073,0.2393904849886894,0.7940252101426937,0
715,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,6,0,0,0.0,0,0.925653165578842,0.925653165578842,0.3819396640838871,0
716,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,6,1,1,0.0,0,0.935380083322525,0.0646199094131589,0.3455175708289543,0
717,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,6,2,0,0.0,0,0.7133419036865234,0.2866580948233604,0.8643650704436402,1
718,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,6,3,1,0.0,0,0.9518189072608948,0.0481811174191534,0.2786196414900646,0
719,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,6,4,0,0.25,0,0.8735705554485321,0.8735705554485321,0.5475639791503848,0
720,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,6,5,0,0.0,0,0.651514133810997,0.651514133810997,0.9327085348555996,0
721,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,6,6,1,0.5,0,0.623974797129631,0.3760251924395561,0.9551863037474247,0
722,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,7,0,1,0.5,0,0.8874293684959411,0.112570634484291,0.5076214048245115,0
723,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,7,1,0,0.25,0,0.77605299949646,0.77605299949646,0.7673093826351727,0
724,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,8,0,0,0.0,0,0.7029453873634338,0.7029453873634338,0.8776606308807272,0
725,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,8,1,0,0.25,0,0.7163259804248809,0.7163259804248809,0.8604087446063621,0
726,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,8,2,0,0.0,0,0.6452312201261521,0.6452312201261521,0.9382550234446366,0
727,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,8,3,0,0.0,0,0.7638651728630066,0.7638651728630066,0.7885533307906172,0
728,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,8,4,1,0.5,0,0.7448890745639801,0.2551109477877616,0.819278732011392,0
729,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,9,0,0,0.0,0,0.8327133119106293,0.8327133119106293,0.6514600858364337,0
730,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,9,1,0,0.0,0,0.8129618763923645,0.8129618763923645,0.6952341347044665,0
731,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,9,2,1,0.75,1,0.5724666357040405,0.5724666357040405,0.9847941239868652,1
732,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,9,3,0,0.0,0,0.5673552274703979,0.5673552274703979,0.986869895781716,0
733,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,9,4,0,0.25,0,0.5224489316344261,0.477551081776619,0.9985454065716788,1
734,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,10,0,0,0.5,0,0.7842987895011901,0.7842987895011901,0.7522400123752313,0
735,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,10,1,0,0.0,0,0.7162338197231293,0.7162338197231293,0.860531866405776,0
736,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,10,2,0,0.0,0,0.7173707067966462,0.7173707067966462,0.859008722012131,0
737,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,10,3,1,0.25,0,0.7349325716495514,0.265067434310913,0.8342973232705438,0
738,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,10,4,0,0.0,0,0.6717383623123169,0.6717383623123169,0.9131404369463724,0
739,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,11,0,0,0.0,0,0.9166891157627106,0.9166891157627106,0.4137391560751989,0
740,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,11,1,0,0.0,0,0.9214292526245116,0.9214292526245116,0.3971229272920855,0
741,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,11,2,1,0.5,0,0.6929293751716614,0.6929293751716614,0.8897630195350824,1
742,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,11,3,0,0.25,0,0.9603027939796448,0.9603027939796448,0.2409021438319347,0
743,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,11,4,0,0.0,0,0.8871971428394317,0.8871971428394317,0.5083127811522461,0
744,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,11,5,0,0.0,0,0.7652117133140564,0.7652117133140564,0.7862654219497874,0
745,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,11,6,1,0.0,0,0.7254962086677551,0.2745037980377674,0.8478533216141616,0
746,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,12,0,0,0.0,0,0.9057462990283968,0.9057462990283968,0.4505109452226599,0
747,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,12,1,0,0.0,0,0.8499914348125458,0.8499914348125458,0.6098617022365154,0
748,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,12,2,0,0.0,0,0.9079543888568878,0.9079543888568878,0.4432612055606,0
749,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,12,3,1,0.5,0,0.6636984527111054,0.6636984527111054,0.9212354875145324,1
750,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,12,4,0,0.25,0,0.9598742842674256,0.9598742842674256,0.2428682149779079,0
751,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,12,5,0,0.0,0,0.666773134469986,0.3332268625497818,0.9181893274652888,1
752,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,12,6,0,0.0,0,0.7183736085891723,0.7183736085891723,0.8576574221202065,0
753,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,12,7,0,0.0,0,0.6575801491737365,0.6575801491737365,0.9271155340149628,0
754,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,13,0,0,0.0,0,0.9079230487346648,0.9079230487346648,0.4433646817008891,0
755,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,13,1,0,0.0,0,0.6100631386041642,0.3899368613958359,0.9647587908586396,1
756,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,13,2,0,0.0,0,0.7878819704055786,0.2121180295944214,0.7455118179740312,1
757,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,13,3,1,0.75,1,0.7895600140094757,0.7895600140094757,0.742322925810874,1
758,Wiki_articles-paragraphs-wikiAlbert Einstein-6.txt,14,0,1,0.5,0,0.7388108134269714,0.2611891865730286,0.8285355744928862,0
