"sstb_id","zuco_id","content","control_id","sstb_label","mean_of_fixations","max_of_fixations","min_of_fixations","median_of_fixations","mean_of_trts","max_of_trts","min_of_trts","median_of_trts","mean_of_omissionRates","max_of_omissionRates","min_of_omissionRates","median_of_omissionRates","mean_of_pupilSizes","max_of_pupilSizes","min_of_pupilSizes","median_of_pupilSizes","mean_of_trts_per_fix","max_of_trts_per_fix","min_of_trts_per_fix","median_of_trts_per_fix","mean_of_trts_per_word","max_of_trts_per_word","min_of_trts_per_word","median_of_trts_per_word","zab_item_accuracy","zdm_item_accuracy","zgw_item_accuracy","zjm_item_accuracy","zjn_item_accuracy","zjs_item_accuracy","zkb_item_accuracy","zkh_item_accuracy","zkw_item_accuracy","zmg_item_accuracy","zph_item_accuracy","average_item_accuracy","item_difficulty_1PL_model","item_difficulty_4PL_model","number_of_words","number_of_characters"
"2407","265","The most compelling performance of the year adds substantial depth to this shocking testament to anti-Semitism and neo-fascism.","","1","22.636363636364","36","17","20","2691.0909090909","4350","1725","2515","0.27272727272727","0.38888888888889","0.11111111111111","0.27777777777778","857.90394873435","1685.358974359","371.21212121212","796.10714285714","119.38979625358","138.58823529412","90.789473684211","120","149.50505050505","241.66666666667","95.833333333333","139.72222222222","","","","","","","","","","","","","","","18","127"
"2436","120","Ultimate X is a ride, basically the kind of greatest-hits reel that might come with a subscription to ESPN the Magazine.","","0","22.818181818182","34","15","23","2694.0909090909","4130","1695","2473","0.31601731601732","0.52380952380952","0.047619047619048","0.28571428571429","777.62362743466","1342.4","262.44117647059","770.78333333333","117.94955122689","147.5","95.958333333333","113.48","128.29004329004","196.66666666667","80.714285714286","117.7619047619","","","","","","","","","","","","","","","21","120"
"2456","268","A work of extraordinary journalism, but it is also a work of deft and subtle poetry.","33","1","12.818181818182","21","9","12","1587.2727272727","2469","914","1530","0.39772727272727","0.5625","0.25","0.375","871.02450642792","1841.3484848485","365.11904761905","865.6","122.92488193625","153","91.4","117.57142857143","99.204545454545","154.3125","57.125","95.625","1","1","0","1","0","1","1","1","1","1","1","0.81818181818182","-3.549942255","0.60934746265411","16","84"
"2458","108","At 78 minutes it just zings along with vibrance and warmth.","","1","11.636363636364","18","6","12","1418.6363636364","2592","833","1307","0.29752066115702","0.54545454545455","0.090909090909091","0.27272727272727","798.75784030784","1081","273.66666666667","852.59259259259","122.62200148337","144","97","119.25","128.96694214876","235.63636363636","75.727272727273","118.81818181818","","","","","","","","","","","","","","","11","59"
"2486","95","... a solid, well-formed satire.","","1","7.2727272727273","19","4","7","1037.9090909091","3277","468","863","0.49090909090909","0.8","0.2","0.4","817.26884920635","1059.9166666667","371.35","853.5","136.5989063568","191.14285714286","100","128.71428571429","207.58181818182","655.4","93.6","172.6","","","","","","","","","","","","","","","5","32"
"2520","179","Photographed with melancholy richness and eloquently performed yet also decidedly uncinematic.","","0","19.363636363636","30","14","17","2450.3636363636","4097","1503","2138","0.18181818181818","0.27272727272727","0.090909090909091","0.18181818181818","737.54174242424","990.19166666667","271.11666666667","768.46296296296","125.63207440801","147.6","107.35714285714","126.79310344828","222.76033057851","372.45454545455","136.63636363636","194.36363636364","","","","","","","","","","","","","","","11","94"
"2561","39","The Ring is worth a look, if you don't demand much more than a few cheap thrills from your Halloween entertainment.","","0","22.818181818182","42","12","19","2677.2727272727","4460","1402","2597","0.30735930735931","0.42857142857143","0.19047619047619","0.33333333333333","830.41544487375","1159.1923076923","302.84615384615","899.7","117.68239765337","136.68421052632","102.94117647059","116.83333333333","127.48917748918","212.38095238095","66.761904761905","123.66666666667","","","","","","","","","","","","","","","21","115"
"2564","232","Armed with a game supporting cast, from the pitch-perfect Forster to the always hilarious Meara and Levy, Like Mike shoots and scores, doing its namesake proud.","","1","31.454545454545","50","14","28","3689","6500","1696","3241","0.2027972027972","0.5","0.038461538461538","0.19230769230769","729.50486096758","1108.7307692308","222.23015873016","723.60350877193","117.08054028442","134.10714285714","101.28125","113.08510638298","141.88461538462","250","65.230769230769","124.65384615385","","","","","","","","","","","","","","","26","160"
"2581","289","Hard, endearing, caring, warm.","","1","8.4545454545455","15","5","8","1129","2400","546","1046","0.11363636363636","0.25","0","0","871.11515151515","1634","393.16666666667","936.09444444444","132.73395316804","167.4","106.125","123.5","282.25","600","136.5","261.5","","","","","","","","","","","","","","","4","30"
"2594","357","Devos and Cassel have tremendous chemistry -- their sexual and romantic tension, while never really vocalized, is palpable.","","1","19.818181818182","52","11","18","2224.8181818182","6400","1108","1720","0.31818181818182","0.55555555555556","0.055555555555555","0.27777777777778","892.83789874341","1670.6111111111","433.16666666667","857.72619047619","108.65819815485","131.38888888889","90.526315789474","109.27272727273","123.60101010101","355.55555555556","61.555555555556","95.555555555556","","","","","","","","","","","","","","","18","123"
"2643","197","For VeggieTales fans, this is more appetizing than a side dish of asparagus.","","1","23.272727272727","49","10","22","2666.8181818182","5996","1167","2497","0.21678321678322","0.38461538461538","0","0.23076923076923","790.16456711639","1255.3919191919","255.16666666667","769.38148148148","113.13545868714","132.35714285714","91.125","116.59090909091","205.13986013986","461.23076923077","89.769230769231","192.07692307692","","","","","","","","","","","","","","","13","76"
"2703","209","Denis forges out of the theories of class - based rage and sisterly obsession a razor-sided tuning fork that rings with cultural, sexual and social discord.","","0","36.363636363636","55","23","34","4553.8181818182","7651","2473","3405","0.22027972027972","0.38461538461538","0.076923076923077","0.19230769230769","774.12335359634","1171.6470588235","225.17708333333","797.11507936508","121.69348061807","147.625","100.14705882353","119.03846153846","175.14685314685","294.26923076923","95.115384615385","130.96153846154","","","","","","","","","","","","","","","26","156"
"2742","199","A truly wonderful tale combined with stunning animation.","29","1","11.363636363636","19","6","11","1347.8181818182","2598","718","1168","0.30681818181818","0.5","0.25","0.25","723.88869047619","1199.5944444444","242.56666666667","684.18253968254","118.92991604355","153.83333333333","89.75","123.16666666667","168.47727272727","324.75","89.75","146","1","1","1","1","0","1","1","1","1","1","1","0.90909090909091","-3.614206314","0.66721123456955","8","56"
"2817","204","A portrait of an artist.","","0","6.3636363636364","13","2","5","835.09090909091","2448","281","519","0.34545454545455","0.6","0.2","0.4","760.60707070707","1207.1111111111","292.125","774.03333333333","124.66336163836","188.30769230769","85.6","126.25","167.01818181818","489.6","56.2","103.8","","","","","","","","","","","","","","","5","24"
"2871","203","While Tattoo borrows heavily from both Seven and The Silence of the Lambs, it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in.","","1","33.636363636364","48","23","31","3789.4545454545","6358","2353","3394","0.31378299120235","0.45161290322581","0.2258064516129","0.29032258064516","768.04117784983","1229.7631578947","282.25833333333","792.26893939394","111.94770698493","135.27659574468","96.971428571429","106.27272727273","122.24046920821","205.09677419355","75.903225806452","109.48387096774","","","","","","","","","","","","","","","31","190"
"2925","285","The delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a Scrooge or two.","","1","30.909090909091","44","17","34","3525","5569","1687","3766","0.36363636363636","0.61764705882353","0.17647058823529","0.29411764705882","833.38099218146","1737.6923076923","373.7","795.28888888889","111.0501138292","128.35294117647","93.722222222222","114.19512195122","103.67647058824","163.79411764706","49.617647058824","110.76470588235","","","","","","","","","","","","","","","34","223"
"2953","168","It's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair.","","1","33.636363636364","48","21","33","3888.4545454545","5932","2196","4287","0.23715415019763","0.39130434782609","0.08695652173913","0.21739130434783","795.0354324239","1190.2962962963","251.7068627451","828.01944444444","115.65049696221","136.125","93.195652173913","114.18604651163","169.06324110672","257.91304347826","95.478260869565","186.39130434783","","","","","","","","","","","","","","","23","169"
"2969","393","Every individual will see the movie through the prism of his or her own beliefs and prejudices, but the one thing most will take away is the sense that peace is possible.","","1","25.454545454545","34","13","25","2841.1818181818","4044","1206","3004","0.41761363636364","0.59375","0.28125","0.375","827.58983189938","1607.3852941176","339.92307692308","871.46428571429","111.51718661792","144.52173913043","92.769230769231","110.92","88.786931818182","126.375","37.6875","93.875","","","","","","","","","","","","","","","32","170"
"2974","247","Narc is a no-bull throwback to 1970s action films.","","1","12.909090909091","17","9","13","1582.9090909091","2085","1128","1542","0.31313131313131","0.44444444444444","0.11111111111111","0.33333333333333","789.52842584003","1110.9523809524","224.25","793.10544217687","124.32604855038","171.33333333333","102.52941176471","125.26666666667","175.87878787879","231.66666666667","125.33333333333","171.33333333333","","","","","","","","","","","","","","","9","50"
"2986","191","Audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling.","","1","19.181818181818","38","11","17","2420","4968","1287","2175","0.28977272727273","0.4375","0.1875","0.25","817.68402557039","1227.75","280.04166666667","780.72727272727","124.29416815414","154.89473684211","101.64705882353","118.41666666667","151.25","310.5","80.4375","135.9375","","","","","","","","","","","","","","","16","115"
"3002","238","The movie has no respect for laws, political correctness or common decency, but it displays something more important: respect for its flawed, crazy people.","","0","24.727272727273","33","16","24","2755","3880","1406","2773","0.28409090909091","0.45833333333333","0.083333333333333","0.29166666666667","750.35335072127","1154.0888888889","194.88461538462","794","110.56863257777","135.04166666667","87.875","107.56","114.79166666667","161.66666666667","58.583333333333","115.54166666667","","","","","","","","","","","","","","","24","155"
"3043","348","The climactic events are so well realized that you may forget all about the original conflict, just like the movie does.","","0","19.818181818182","23","14","21","2226.0909090909","3314","1395","2261","0.32900432900433","0.52380952380952","0.19047619047619","0.33333333333333","862.54802461427","1802.7083333333","354.61538461538","902.75555555556","111.07192712994","144.08695652174","93","105.94117647059","106.00432900433","157.80952380952","66.428571428571","107.66666666667","","","","","","","","","","","","","","","21","120"
"3089","115","Gosling creates a staggeringly compelling character, a young man whose sharp intellect is at the very root of his contradictory, self-hating, self-destructive ways.","","1","26.090909090909","35","21","26","3150.1818181818","4714","2283","3232","0.26482213438735","0.34782608695652","0.17391304347826","0.26086956521739","750.49236517653","1039.3611111111","233.52777777778","807.17647058824","119.8617991885","142.84848484848","103.77272727273","113.14285714286","136.96442687747","204.95652173913","99.260869565217","140.52173913043","","","","","","","","","","","","","","","23","164"
"3172","267","A biopic about Crane's life in the classic tradition but evolves into what has become of us all in the era of video.","","0","25.545454545455","39","15","26","3007.1818181818","4314","1800","3013","0.28063241106719","0.43478260869565","0.1304347826087","0.26086956521739","846.15895912366","1724.2023809524","356.84615384615","876.63333333333","118.30799592044","143.47619047619","102.85714285714","111","130.74703557312","187.5652173913","78.260869565217","131","","","","","","","","","","","","","","","23","116"
"3174","138","Thanks to a small star with big heart, this family film sequel is plenty of fun for all.","","1","18","33","8","17","2135.9090909091","3922","936","1882","0.32323232323232","0.61111111111111","0.16666666666667","0.27777777777778","723.96119856574","1068.4285714286","232.64814814815","716.8630952381","117.71330990182","146.58823529412","101.1875","117","118.66161616162","217.88888888889","52","104.55555555556","","","","","","","","","","","","","","","18","88"
"3188","146","The fun of the movie is the chance it affords to watch Jackson, who also served as executive producer, take his smooth, shrewd, powerful act abroad.","","1","26.818181818182","33","18","27","3097.4545454545","4439","1988","2853","0.27622377622378","0.42307692307692","0.15384615384615","0.26923076923077","745.21568085005","1249.0666666667","236.475","721.53125","114.8631959749","134.51515151515","98.923076923077","111.26315789474","119.13286713287","170.73076923077","76.461538461538","109.73076923077","","","","","","","","","","","","","","","26","148"
"3229","401","It's a head-turner -- thoughtfully written, beautifully read and, finally, deeply humanizing.","45","1","13","17","7","13","1489.1818181818","2033","762","1451","0.37878787878788","0.75","0.16666666666667","0.33333333333333","923.31460137085","1862.8","407.45","973.1","114.06135101529","125.18181818182","86.75","118.1","124.09848484848","169.41666666667","63.5","120.91666666667","1","0","1","1","1","1","1","1","1","1","1","0.90909090909091","-3.93501687","0.81648284196854","12","93"
"3273","30","It's all a rather shapeless good time...","","0","11.909090909091","22","7","11","1583.5454545455","2611","873","1450","0.28571428571429","0.57142857142857","0","0.28571428571429","873.106998557","1246.25","305.5","948.12142857143","135.86131704748","184.90909090909","107.52941176471","128.28571428571","226.22077922078","373","124.71428571429","207.14285714286","","","","","","","","","","","","","","","7","40"
"3422","77","Whatever heartwarming scene the impressively discreet filmmakers may have expected to record with their mini DV, they show a remarkable ability to document both sides of this emotional car-wreck.","","1","44.272727272727","72","16","38","5310.7272727273","10008","1604","5054","0.23510971786834","0.48275862068966","0.10344827586207","0.17241379310345","742.08924363438","1035.3","228.55208333333","804.52857142857","118.46582555698","153.15151515152","94.352941176471","113.26315789474","183.12852664577","345.10344827586","55.310344827586","174.27586206897","","","","","","","","","","","","","","","29","195"
"3440","241","The film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work.","","1","23.454545454545","46","10","20","2670.6363636364","5251","1026","2298","0.41287878787879","0.58333333333333","0.29166666666667","0.375","749.67000818552","1162.8470588235","217.32051282051","757.37878787879","113.4398140281","134.16666666667","102.6","112.8125","111.27651515152","218.79166666667","42.75","95.75","","","","","","","","","","","","","","","24","135"
"3545","135","A fiercely clever and subtle film, capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries.","","1","36.181818181818","72","14","27","4446.0909090909","9009","1428","3334","0.29020979020979","0.57692307692308","0.15384615384615","0.26923076923077","772.6707515388","1146.2272727273","258.13888888889","891.81893939394","120.38749306918","144.20930232558","98.083333333333","118.22222222222","171.0034965035","346.5","54.923076923077","128.23076923077","","","","","","","","","","","","","","","26","189"
"3570","329","This is an extraordinary film, not least because it is Japanese and yet feels universal.","","1","14.090909090909","35","6","13","1649.6363636364","4918","674","1408","0.36969696969697","0.6","0.2","0.33333333333333","852.71434802571","1729.5","373.98333333333","830.85","112.41256962734","145.84615384615","87.4","112.33333333333","109.97575757576","327.86666666667","44.933333333333","93.866666666667","","","","","","","","","","","","","","","15","88"
"3576","63","Qutting may be a flawed film, but it is nothing if not sincere.","","0","19.818181818182","33","10","17","2441.7272727273","4497","1206","2218","0.26573426573427","0.46153846153846","0.076923076923077","0.23076923076923","836.6648219205","1094.7142857143","238.84047619048","937.59047619048","124.02782592661","147.86666666667","102","120.6","187.82517482517","345.92307692308","92.769230769231","170.61538461538","","","","","","","","","","","","","","","13","63"
"3577","6","Beautifully crafted, engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic, twisty yarn that will keep them guessing.","","1","34.454545454545","80","19","29","4364.5454545455","11449","2101","3158","0.18595041322314","0.36363636363636","0.090909090909091","0.18181818181818","846.47558112639","1203.2678571429","294.73684210526","938.52941176471","124.29937230852","143.1125","108.89655172414","120.26829268293","198.38842975207","520.40909090909","95.5","143.54545454545","","","","","","","","","","","","","","","22","156"
"3600","372","While this gentle and affecting melodrama will have luvvies in raptures, it's far too slight and introspective to appeal to anything wider than a niche audience.","","0","24.272727272727","37","13","25","2873.6363636364","4122","1411","3129","0.33916083916084","0.5","0.19230769230769","0.30769230769231","859.41164425243","1615.8452380952","332.46153846154","821.53333333333","118.37524559367","140.45","92.333333333333","115.92857142857","110.52447552448","158.53846153846","54.269230769231","120.34615384615","","","","","","","","","","","","","","","26","161"
"3611","373","Griffin & Co. manage to be spectacularly outrageous.","","1","8.1818181818182","12","6","7","1019.8181818182","1645","715","845","0.32954545454545","0.5","0.25","0.25","819.20517676768","1623.9","339.58333333333","713.2","122.93062114653","164.5","102.14285714286","120.66666666667","127.47727272727","205.625","89.375","105.625","","","","","","","","","","","","","","","8","52"
"3712","68","It's a powerful though flawed movie, guaranteed to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today.","","1","31","43","23","29","3658.2727272727","6020","2158","3532","0.29020979020979","0.42307692307692","0.11538461538462","0.30769230769231","767.16365987262","1029.2777777778","231.5568627451","823.35087719298","117.0332637222","140","89.916666666667","115.4","140.7027972028","231.53846153846","83","135.84615384615","","","","","","","","","","","","","","","26","157"
"3731","54","It depends on how well flatulence gags fit into your holiday concept.","","0","14.272727272727","27","4","13","1721.3636363636","3771","409","1474","0.31060606060606","0.75","0.16666666666667","0.25","810.50087782588","1134.380952381","255.29166666667","884.25","116.37997519415","139.95454545455","97.923076923077","110.5","143.44696969697","314.25","34.083333333333","122.83333333333","","","","","","","","","","","","","","","12","69"
"3744","32","I love the robust middle of this picture.","","1","10.272727272727","16","5","11","1254.3636363636","2192","795","1157","0.32954545454545","0.5","0.125","0.375","859.80007936508","1205.3666666667","271.33333333333","913.25","124.62221086994","168.4","96.416666666667","122","156.79545454545","274","99.375","144.625","","","","","","","","","","","","","","","8","41"
"3755","306","Samuel Beckett applied to the Iranian voting process.","","0","13.272727272727","19","8","13","1470.8181818182","1997","858","1527","0.11363636363636","0.25","0","0.125","923.89254148629","1827.8928571429","403.06944444444","873.7619047619","112.22402438228","146.36363636364","89.823529411765","107.25","183.85227272727","249.625","107.25","190.875","","","","","","","","","","","","","","","8","53"
"3798","41","What makes How I Killed My Father compelling, besides its terrific performances, is Fontaine's willingness to wander into the dark areas of parent-child relationships without flinching.","","1","37.727272727273","66","22","34","4365.2727272727","8515","2290","3457","0.25874125874126","0.38461538461538","0.15384615384615","0.23076923076923","822.36351291017","1152.9583333333","264.735","861.05","113.36451418078","141.83333333333","95.410256410256","108.75","167.8951048951","327.5","88.076923076923","132.96153846154","","","","","","","","","","","","","","","26","185"
"3804","399","Its engaging simplicity is driven by appealing leads.","","1","9.0909090909091","15","5","8","1213.7272727273","2203","482","1029","0.36363636363636","0.625","0.125","0.375","859.26417748918","1836.1","339.66666666667","803.5","130.0520820089","171.5","96.4","123","151.71590909091","275.375","60.25","128.625","","","","","","","","","","","","","","","8","53"
"3811","358","As a girl-meets-girl romantic comedy, Kissing Jessica Steinis quirky, charming and often hilarious.","","1","17.454545454545","22","10","18","2170.9090909091","2930","1095","2232","0.18881118881119","0.38461538461538","0.076923076923077","0.15384615384615","865.6802928637","1706.3125","381.15555555556","840.38484848485","124.42994883904","149.8","98.333333333333","133.18181818182","166.99300699301","225.38461538462","84.230769230769","171.69230769231","","","","","","","","","","","","","","","13","99"
"3842","212","Like the best of Godard's movies... it is visually ravishing, penetrating, impenetrable.","","1","16.181818181818","43","9","12","2129.9090909091","6370","1049","1653","0.28787878787879","0.41666666666667","0.083333333333333","0.33333333333333","755.47868320652","1162.15625","219","716.12962962963","128.86229067192","150.27272727273","104.9","130.83333333333","177.49242424242","530.83333333333","87.416666666667","137.75","","","","","","","","","","","","","","","12","88"
"3850","92","Features one of the most affecting depictions of a love affair ever committed to film.","","1","20.454545454545","40","11","18","2506.1818181818","4729","1357","2027","0.29090909090909","0.4","0.13333333333333","0.26666666666667","764.32073898324","1175.8","227.95454545455","795.88888888889","122.01048952482","134.58823529412","103.11111111111","123.36363636364","167.07878787879","315.26666666667","90.466666666667","135.13333333333","","","","","","","","","","","","","","","15","86"
"3906","333","The asylum material is gripping, as are the scenes of Jia with his family.","","1","13.181818181818","19","8","13","1580.1818181818","2303","910","1553","0.35064935064935","0.57142857142857","0.14285714285714","0.35714285714286","848.12898301194","1884.5625","355.75","771.675","118.97831626578","143.84615384615","90.5","119.89473684211","112.87012987013","164.5","65","110.92857142857","","","","","","","","","","","","","","","14","74"
"3911","12","Ryan Gosling is, in a word, brilliant as the conflicted Daniel.","","1","15.090909090909","23","9","13","1871.7272727273","3096","1032","1839","0.28099173553719","0.54545454545455","0.090909090909091","0.27272727272727","866.82103415103","1201.2533333333","315.78333333333","926.5","124.16691966872","166.36363636364","102.90909090909","114.66666666667","170.15702479339","281.45454545455","93.818181818182","167.18181818182","","","","","","","","","","","","","","","11","63"
"3936","309","This enthralling documentary... is at once playful and haunting, an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends.","","1","25.818181818182","50","7","27","3000.5454545455","6362","920","2880","0.37454545454545","0.8","0.12","0.32","872.9951384334","1707.7738095238","361.40277777778","919.9","113.57601121786","139.81081081081","92.157894736842","108.17647058824","120.02181818182","254.48","36.8","115.2","","","","","","","","","","","","","","","25","173"
"3956","129","Dong shows how intolerance has the power to deform families, then tear them apart.","","0","20","29","14","18","2324.7272727273","3432","1476","2284","0.24025974025974","0.42857142857143","0","0.21428571428571","791.33384603612","1078.9625","283.8","804.54545454545","116.3513443272","147.75","105.42857142857","112.54166666667","166.05194805195","245.14285714286","105.42857142857","163.14285714286","","","","","","","","","","","","","","","14","82"
"3974","91","Angel presents events partly from the perspective of Aurelie and Christelle, and infuses the film with the sensibility of a particularly nightmarish fairytale.","","1","29.090909090909","44","10","27","3585","5481","1405","3146","0.35177865612648","0.65217391304348","0.17391304347826","0.34782608695652","733.43459054276","1230.875","257.47916666667","738.17976190476","123.92954526778","140.5","100.07407407407","125.10256410256","155.86956521739","238.30434782609","61.086956521739","136.78260869565","","","","","","","","","","","","","","","23","159"
"3981","100","Just how these families interact may surprise you.","","0","9.7272727272727","14","7","9","1218.0909090909","1926","861","1176","0.21590909090909","0.375","0","0.25","741.77036435786","1022.0833333333","302.6","805.85714285714","124.8278597665","160.5","99.888888888889","127.45454545455","152.26136363636","240.75","107.625","147","","","","","","","","","","","","","","","8","50"
"4010","190","A colorful, vibrant introduction to a universal human impulse, lushly photographed and beautifully recorded.","26","1","20.909090909091","36","14","18","2501.7272727273","4496","1603","2165","0.22727272727273","0.35714285714286","0.071428571428571","0.21428571428571","786.94773739728","1203.125","290.45","758.65740740741","119.98979907773","146.83333333333","100.1875","121.08695652174","178.69480519481","321.14285714286","114.5","154.64285714286","1","1","1","1","1","1","1","1","1","1","1","1","-3.777147293","0.99719047546387","14","108"
"4033","79","It has fun with the quirks of family life, but it also treats the subject with fondness and respect.","","1","21.181818181818","44","12","19","2487.3636363636","4608","1312","2411","0.33492822966507","0.42105263157895","0.10526315789474","0.36842105263158","772.56932519352","1051.0416666667","241.70833333333","858.79545454545","117.89637701561","133.84210526316","104.72727272727","116.07142857143","130.91387559809","242.52631578947","69.052631578947","126.89473684211","","","","","","","","","","","","","","","19","100"
"4062","367","This odd, poetic road movie, spiked by jolts of pop music, pretty much takes place in Morton's ever-watchful gaze -- and it's a tribute to the actress, and to her inventive director, that the journey is such a mesmerizing one.","","1","33","42","25","32","3836","5785","2748","3734","0.37045454545455","0.525","0.2","0.375","818.59320063261","1540.9912280702","335.25","894.73563218391","115.46187405453","137.7380952381","96.129032258065","115.92682926829","95.9","144.625","68.7","93.35","","","","","","","","","","","","","","","40","226"
"4067","26","A first-class, thoroughly involving B movie that effectively combines two surefire, beloved genres -- the prison flick and the fight film.","","1","28.454545454545","42","19","27","3580.8181818182","6217","2164","3419","0.2987012987013","0.47619047619048","0.19047619047619","0.33333333333333","824.2635489121","1180.7196969697","283.63020833333","900.82142857143","124.60101272628","148.02380952381","111.42857142857","121.58333333333","170.51515151515","296.04761904762","103.04761904762","162.80952380952","","","","","","","","","","","","","","","21","138"
"4077","339","`Enigma' is the kind of engaging historical drama that Hollywood appears to have given up on in favor of sentimental war movies in the vein of `We Were Soldiers.'","","0","28.363636363636","41","20","26","3253.1818181818","4271","2080","3206","0.33855799373041","0.41379310344828","0.20689655172414","0.3448275862069","821.1316228648","1644.8083333333","361.89035087719","798.89473684211","116.41341438777","138.66666666667","95.193548387097","116.57142857143","112.17868338558","147.27586206897","71.724137931034","110.55172413793","","","","","","","","","","","","","","","29","162"
"4146","57","Sparkling, often hilarious romantic jealousy comedy... Attal looks so much like a young Robert DeNiro that it seems the film should instead be called `My Husband Is Travis Bickle'.","","1","36.090909090909","66","20","35","3950.0909090909","6499","1846","3765","0.26645768025078","0.48275862068966","0.13793103448276","0.27586206896552","800.2460722285","1098.1408333333","241.00793650794","855.9","107.24507677993","127.63829787234","91.304347826087","102.54054054054","136.21003134796","224.10344827586","63.655172413793","129.8275862069","","","","","","","","","","","","","","","29","180"
"4173","216","In XXX, Diesel is that rare creature -- an action hero with table manners, and one who proves that elegance is more than tattoo deep.","","1","25.454545454545","60","17","23","2994.7272727273","7481","1759","2520","0.32363636363636","0.44","0.12","0.32","717.54324563739","1094.5375","217.5462962963","689.05952380952","116.18533587509","140","97.722222222222","116.29411764706","119.78909090909","299.24","70.36","100.8","","","","","","","","","","","","","","","25","133"
"4202","184","Impresses as a skillfully assembled, highly polished and professional adaptation... just about as chilling and unsettling as `Manhunter' was.","","1","26.090909090909","53","12","22","3117.2727272727","7654","1627","2466","0.22966507177033","0.42105263157895","0.052631578947368","0.21052631578947","746.15930430161","1137.3284313725","286.76666666667","746.56666666667","117.64489311692","144.41509433962","92.227272727273","121.08","164.06698564593","402.84210526316","85.631578947368","129.78947368421","","","","","","","","","","","","","","","19","141"
"4212","134","A miraculous movie, I'm Going Home is so slight, yet overflows with wisdom and emotion.","17","1","16.272727272727","30","9","14","1968.0909090909","3895","945","1766","0.3030303030303","0.46666666666667","0.066666666666667","0.33333333333333","744.76715203988","1107.75","237.45","702.95454545455","120.49496483908","134.71428571429","105","126.14285714286","131.20606060606","259.66666666667","63","117.73333333333","1","1","1","1","0","1","1","1","0","1","1","0.81818181818182","-3.278850317","0.53585857152939","15","87"
"4232","22","There's not much to Fatale, outside of its stylish surprises... but that's OK.","4","0","18","31","11","16","2194.5454545455","3473","1412","1703","0.26573426573427","0.38461538461538","0.076923076923077","0.23076923076923","831.69469314356","1266.0625","281.24074074074","899.25","121.68847697101","142.72727272727","103.6875","121.64285714286","168.81118881119","267.15384615385","108.61538461538","131","1","0","0","0","0","1","1","0","0","1","0","0.36363636363636","1.822880983","0.094529278576374","13","78"
"4282","177","A small movie with a big impact.","23","1","6","13","4","5","884.63636363636","1858","568","823","0.38961038961039","0.57142857142857","0.14285714285714","0.42857142857143","772.98863636364","1211.25","285.44444444444","755.33333333333","151.17677322677","216.6","111.33333333333","145","126.37662337662","265.42857142857","81.142857142857","117.57142857143","1","1","1","1","1","1","0","1","0","1","1","0.81818181818182","-3.593245745","0.57221537828445","7","32"
"4285","277","Like Rudy Yellow Lodge, Eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider.","","-1","31.363636363636","71","13","28","3669.3636363636","9638","1558","3325","0.32142857142857","0.64285714285714","0.14285714285714","0.28571428571429","828.38135158909","1594.4523809524","361.15","752.4","114.77520477928","139.57142857143","92.361111111111","118.90697674419","131.0487012987","344.21428571429","55.642857142857","118.75","","","","","","","","","","","","","","","28","162"
"4317","155","The immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary Space Station 3D.","","1","30","47","18","28","3333.4545454545","6364","1756","3084","0.24","0.36","0.12","0.24","802.65986814691","1106.9264705882","316.09649122807","844.36403508772","109.26224429156","135.40425531915","86.958333333333","105.63043478261","133.33818181818","254.56","70.24","123.36","","","","","","","","","","","","","","","25","168"
"4335","242","In some ways, Lagaan is quintessential Bollywood.","","0","10.272727272727","19","7","10","1378.8181818182","2436","786","1391","0.28571428571429","0.42857142857143","0","0.28571428571429","761.78900329829","1248.5833333333","282","774.97222222222","134.68257834669","157.1","112.28571428571","128.25","196.97402597403","348","112.28571428571","198.71428571429","","","","","","","","","","","","","","","7","49"
"4465","202","It's a hoot watching The Rock chomp on jumbo ants, pull an arrow out of his back, and leap unscathed through raging fire!","","1","23.272727272727","37","17","23","2821","5384","1860","2656","0.30434782608696","0.47826086956522","0.1304347826087","0.30434782608696","787.72483488733","1123.5","286.6125","870.16666666667","119.04492841057","145.51351351351","96.416666666667","119.17391304348","122.65217391304","234.08695652174","80.869565217391","115.47826086957","","","","","","","","","","","","","","","23","121"
"4466","325","Returning director Rob Minkoff... and screenwriter Bruce Joel Rubin... have done a fine job of updating White's dry wit to a new age.","","1","23.181818181818","35","9","21","2458.5454545455","3794","920","2215","0.32806324110672","0.69565217391304","0.17391304347826","0.30434782608696","876.547223851","1829.375","352.53333333333","934.61764705882","105.75563434012","130.8275862069","92","103.48571428571","106.89328063241","164.95652173913","40","96.304347826087","","","","","","","","","","","","","","","23","133"
