sample_id,content,pred_label,three_way_labels,prompt_text,confidence,logprobs
76.0,"Trivial where it should be profound, and hyper-cliched where it should be sincere.",-1.0,-1.0,"Trivial where it should be profound, and hyper-cliched where it should be sincere.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9753674960254017,"{
  "" Negative"": -0.02494096,
  "" Neutral"": -3.7178884,
  "" negative"": -8.4386635
}"
77.0,"Truth to tell, if you've seen more than half-a-dozen horror films, there's nothing here you have n't seen before.",0.0,-1.0,"Truth to tell, if you've seen more than half-a-dozen horror films, there's nothing here you have n't seen before.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.7410506518124625,"{
  "" Negative"": -1.3540783,
  "" Neutral"": -0.2996863,
  "" neutral"": -7.8341923
}"
78.0,"When Perry fists a bull at the Moore Farm, it's only a matter of time before he gets the upper hand in matters of the heart.",1.0,0.0,"When Perry fists a bull at the Moore Farm, it's only a matter of time before he gets the upper hand in matters of the heart.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.8173209676591572,"{
  "" Neutral"": -1.7014793,
  "" Positive"": -0.2017234,
  "" neutral"": -9.133602
}"
79.0,A very bad sign.,-1.0,-1.0,"A very bad sign.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9988149278532603,"{
  "" Negative"": -0.0011857749,
  "" negative"": -6.952506,
  ""Neg"": -8.4494295
}"
80.0,"As adapted by Kevin Molony from Simon Leys' novel `` The Death of Napoleon'' and directed by Alan Taylor, Napoleon's journey is interesting but his Parisian rebirth is stillborn",0.0,-1.0,"As adapted by Kevin Molony from Simon Leys' novel `` The Death of Napoleon'' and directed by Alan Taylor, Napoleon's journey is interesting but his Parisian rebirth is stillborn

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9761683340782975,"{
  "" Negative"": -3.7610607,
  "" Neutral"": -0.024120234,
  "" neutral"": -7.638412
}"
81.0,"As if to prove a female director can make a movie with no soft edges, Kathryn Bigelow offers no sugar-coating or interludes of lightness.",1.0,1.0,"As if to prove a female director can make a movie with no soft edges, Kathryn Bigelow offers no sugar-coating or interludes of lightness.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9946713045361993,"{
  "" Neutral"": -5.266047,
  "" Positive"": -0.0053429436,
  "" positive"": -8.856884
}"
82.0,"Being author Wells' great-grandson, you'd think filmmaker Simon Wells would have more reverence for the material.",-1.0,-1.0,"Being author Wells' great-grandson, you'd think filmmaker Simon Wells would have more reverence for the material.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.642084521840906,"{
  "" Negative"": -0.44303533,
  "" Neutral"": -1.0294821,
  "" negative"": -8.444519
}"
83.0,But hard-to-believe plot twists force the movie off track in its final half hour.,-1.0,-1.0,"But hard-to-believe plot twists force the movie off track in its final half hour.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9988254180620088,"{
  "" Negative"": -0.0011752723,
  "" Neutral"": -8.515589,
  "" negative"": -7.0377297
}"
84.0,Could The Country Bears really be as bad as its trailers ?,0.0,-1.0,"Could The Country Bears really be as bad as its trailers ?

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9758335979582663,"{
  "" Negative"": -3.743253,
  "" Neutral"": -0.024463201,
  "" neutral"": -7.781787
}"
85.0,"Good for a few unintentional laughs, `` Extreme Ops'' was obviously made for the `` XXX'' crowd, people who enjoy mindless action without the benefit of decent acting, writing, and direction.",-1.0,-1.0,"Good for a few unintentional laughs, `` Extreme Ops'' was obviously made for the `` XXX'' crowd, people who enjoy mindless action without the benefit of decent acting, writing, and direction.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9994532944579649,"{
  "" Negative"": -0.00054685504,
  "" negative"": -7.952905,
  ""Neg"": -8.792401
}"
86.0,Happily for Mr. Chin -- though unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match.,-1.0,1.0,"Happily for Mr. Chin -- though unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9938823753356969,"{
  "" Negative"": -0.006136414,
  "" Neutral"": -5.17116,
  "" negative"": -7.892299
}"
87.0,I loved it !,1.0,1.0,"I loved it !

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.995705750470965,"{
  "" Positive"": -0.0043034963,
  "" positive"": -5.469006,
  ""positive"": -10.14286
}"
88.0,In a word -- yes.,0.0,0.0,"In a word -- yes.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.8363360775848742,"{
  "" Neutral"": -0.17872474,
  "" Positive"": -1.813742,
  "" neutral"": -7.636837
}"
89.0,It's laughing at us.,0.0,-1.0,"It's laughing at us.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.8319277840041784,"{
  "" Negative"": -1.7887038,
  "" Neutral"": -0.18400964,
  "" neutral"": -7.573202
}"
90.0,No question.,0.0,0.0,"No question.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9993274108895281,"{
  "" Neutral"": -0.0006728154,
  "" Positive"": -7.9263315,
  "" neutral"": -8.28539
}"
91.0,"Not ` terrible filmmaking' bad, but more like,' I once had a nightmare like this, and it's now coming true' bad.",-1.0,-1.0,"Not ` terrible filmmaking' bad, but more like,' I once had a nightmare like this, and it's now coming true' bad.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.999104249124551,"{
  "" Negative"": -0.0008961523,
  "" Neutral"": -7.653672,
  "" negative"": -8.21663
}"
92.0,Only two words will tell you what you know when deciding to see it : Anthony.,0.0,0.0,"Only two words will tell you what you know when deciding to see it : Anthony.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.7323751253219587,"{
  "" Neutral"": -0.31146243,
  "" Positive"": -1.3191758,
  "" neutral"": -8.60646
}"
93.0,Remember when Bond had more glamour than clamor ?,1.0,-1.0,"Remember when Bond had more glamour than clamor ?

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9947403874539995,"{
  "" Neutral"": -5.308929,
  "" Positive"": -0.005273493,
  "" positive"": -8.286235
}"
94.0,The film is directed by Wally Wolodarsky from a script by Joe Jarvis and Greg Coolidge.,0.0,0.0,"The film is directed by Wally Wolodarsky from a script by Joe Jarvis and Greg Coolidge.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9994752883693216,"{
  "" Neutral"": -0.00052484934,
  "" neutral"": -7.574917,
  ""neutral"": -11.622807
}"
95.0,"The story is less vibrant, the jokes are a little lukewarm, but will anyone really care ?",0.0,0.0,"The story is less vibrant, the jokes are a little lukewarm, but will anyone really care ?

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9995430585695488,"{
  "" Negative"": -8.611747,
  "" Neutral"": -0.00045704586,
  "" neutral"": -8.296205
}"
96.0,"Unless you are in dire need of a Diesel fix, there is no real reason to see it.",0.0,-1.0,"Unless you are in dire need of a Diesel fix, there is no real reason to see it.

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9958733003232708,"{
  "" Negative"": -5.638477,
  "" Neutral"": -0.004135238,
  "" neutral"": -7.621553
}"
97.0,`` its successes are also tempered with elements which prove the direct antithesis of what it gets right.'',0.0,0.0,"`` its successes are also tempered with elements which prove the direct antithesis of what it gets right.''

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.999446859768495,"{
  "" Mixed"": -9.468796,
  "" Neutral"": -0.00055329327,
  "" neutral"": -7.796501
}"
98.0,"despite the long running time, the pace never feels slack -- there's no scene that screams `` bathroom break !''",1.0,1.0,"despite the long running time, the pace never feels slack -- there's no scene that screams `` bathroom break !''

What can we say about the sentiment of this review? Answer as positive, negative or neutral.

Answer:",0.9994590161845412,"{
  "" "": -11.837384,
  "" Positive"": -0.0005411302,
  "" positive"": -7.563567
}"
