sample_id,sentence_1,sentence_2,pred_label,gold_label,prompt_text,confidence,logprobs
78.0,One biker is running with their bike while another is riding around them.,The people are part of a club,neutral,neutral,"One biker is running with their bike while another is riding around them.

Can we infer that the people are part of a club by evaluating the given sentence? Answer as yes, no or maybe.

Answer:",0.998367889942592,"{
  "" Maybe"": -0.0016334434,
  "" No"": -7.8631124,
  ""Maybe"": -7.205254
}"
79.0,A person wearing an orange shirt with a backpack on looking across a segment of lush green trees.,A person is meditating and looking at the peaceful lush green trees.,neutral,neutral,"A person wearing an orange shirt with a backpack on looking across a segment of lush green trees.

Can we infer that a person is meditating and looking at the peaceful lush green trees by evaluating the given sentence? Answer as yes, no or maybe.

Answer:",0.9993914843707792,"{
  "" Maybe"": -0.00060870085,
  "" maybe"": -8.948033,
  ""Maybe"": -7.942556
}"
80.0,Two men fight in a ring while spectators look on.,Boxers fight as the crowd screams.,neutral,neutral,"Two men fight in a ring while spectators look on.

Can we infer that boxers fight as the crowd screams by evaluating the given sentence? Answer as yes, no or maybe.

Answer:",0.9969012507648377,"{
  "" Maybe"": -0.0031035603,
  "" No"": -6.250107,
  "" maybe"": -7.3314633
}"
81.0,Girls playing soccer competitively in the grass.,Nobody is playing soccer.,contradiction,contradiction,"Girls playing soccer competitively in the grass.

Can we infer that nobody is playing soccer by evaluating the given sentence? Answer as yes, no or maybe.

Answer:",0.9969824330350032,"{
  "" Maybe"": -6.4634023,
  "" No"": -0.003022129,
  ""No"": -6.5758634
}"
82.0,Two gray dogs running in green grass.,Two gray dogs are running.,neutral,entailment,"Two gray dogs running in green grass.

Can we infer that two gray dogs are running by evaluating the given sentence? Answer as yes, no or maybe.

Answer:",0.9867127227092571,"{
  "" Maybe"": -0.013376343,
  "" No"": -4.4160748,
  "" maybe"": -7.2093596
}"
83.0,"Five men in red shirts, in a line, on a basketball court, four with hands on their hearts, and same four looking upward.",A team of basketball players are on the court.,neutral,entailment,"Five men in red shirts, in a line, on a basketball court, four with hands on their hearts, and same four looking upward.

Can we infer that a team of basketball players are on the court by evaluating the given sentence? Answer as yes, no or maybe.

Answer:",0.9992245914447113,"{
  "" Maybe"": -0.00077570934,
  "" maybe"": -8.31236,
  ""Maybe"": -7.754834
}"
84.0,"A bride, a groom, 3 guys, and 3 women.",The unrelated people wander aimlessly.,contradiction,contradiction,"A bride, a groom, 3 guys, and 3 women.

Can we infer that the unrelated people wander aimlessly by evaluating the given sentence? Answer as yes, no or maybe.

Answer:",0.9861749115805839,"{
  "" Maybe"": -4.358936,
  "" No"": -0.013921545,
  ""No"": -6.984571
}"
85.0,"A group of asian women in sports attire, and one woman in the center is wearing a baseball cap.",Men are playing with a dog,contradiction,contradiction,"A group of asian women in sports attire, and one woman in the center is wearing a baseball cap.

Can we infer that men are playing with a dog by evaluating the given sentence? Answer as yes, no or maybe.

Answer:",0.9714073263949047,"{
  "" Maybe"": -3.6089365,
  "" No"": -0.029009407,
  ""No"": -6.596915
}"
86.0,A snowboarder is jumping over a snow slope.,A girl jumps her green snowboard over a slope.,neutral,neutral,"A snowboarder is jumping over a snow slope.

Can we infer that a girl jumps her green snowboard over a slope by evaluating the given sentence? Answer as yes, no or maybe.

Answer:",0.9697328090664085,"{
  "" Maybe"": -0.0307347,
  "" No"": -3.5547998,
  "" maybe"": -7.142621
}"
87.0,a group of people on a dock lowering into the water a boat with teal and purple decorations.,The group was getting ready to go fishing on the boat.,neutral,neutral,"a group of people on a dock lowering into the water a boat with teal and purple decorations.

Can we infer that the group was getting ready to go fishing on the boat by evaluating the given sentence? Answer as yes, no or maybe.

Answer:",0.999328604017216,"{
  "" Maybe"": -0.00067162147,
  "" maybe"": -8.554836,
  ""Maybe"": -7.780886
}"
88.0,A young girl in a bathing suit drinking a beverage in a green bottle.,The girl is drinking milk from a sippy cup.,neutral,contradiction,"A young girl in a bathing suit drinking a beverage in a green bottle.

Can we infer that the girl is drinking milk from a sippy cup by evaluating the given sentence? Answer as yes, no or maybe.

Answer:",0.9173845298482489,"{
  "" Maybe"": -0.08622856,
  "" No"": -2.5092306,
  "" maybe"": -7.545092
}"
89.0,Two people are sitting at a table outside of a building.,Two people are sitting eating lunch,neutral,neutral,"Two people are sitting at a table outside of a building.

Can we infer that two people are sitting eating lunch by evaluating the given sentence? Answer as yes, no or maybe.

Answer:",0.9994504359956469,"{
  "" Maybe"": -0.00054971507,
  "" maybe"": -8.693775,
  ""Maybe"": -8.046175
}"
