sample_id,sentence_1,sentence_2,pred_label,gold_label,prompt_text,confidence,logprobs
73.0,A boy in a gray hoodie and black cap holds up an American flag.,A person is holding an American flag.,neutral,entailment,"Premise: A boy in a gray hoodie and black cap holds up an American flag.

Hypothesis: A person is holding an American flag.

Is the sentence a premise for the hypothesis? Answer as yes, no or maybe.

Answer:",0.9834290431852909,"{
  "" Maybe"": -0.016709791,
  "" No"": -5.29116,
  "" Yes"": -4.503345
}"
74.0,A young boy asleep in a stroller.,A young boy is taking his afternoon nap.,neutral,neutral,"Premise: A young boy asleep in a stroller.

Hypothesis: A young boy is taking his afternoon nap.

Is the sentence a premise for the hypothesis? Answer as yes, no or maybe.

Answer:",0.9905150337681078,"{
  "" Maybe"": -0.009530235,
  "" No"": -4.9066133,
  "" Yes"": -6.405026
}"
75.0,"Neck and neck to the finish line, every competitor has been training for this race.",The competitors have trained very hard and are all very close to the finish line.,neutral,entailment,"Premise: Neck and neck to the finish line, every competitor has been training for this race.

Hypothesis: The competitors have trained very hard and are all very close to the finish line.

Is the sentence a premise for the hypothesis? Answer as yes, no or maybe.

Answer:",0.9903155363987385,"{
  "" Maybe"": -0.009731663,
  "" No"": -6.7408905,
  "" Yes"": -4.833777
}"
76.0,A football team wearing purple and white trying to stop the runner with the ball.,Lacrosse players celebrate a victory.,contradiction,contradiction,"Premise: A football team wearing purple and white trying to stop the runner with the ball.

Hypothesis: Lacrosse players celebrate a victory.

Is the sentence a premise for the hypothesis? Answer as yes, no or maybe.

Answer:",0.9026843136277497,"{
  "" Maybe"": -2.3366544,
  "" No"": -0.102382384,
  ""No"": -7.6536345
}"
77.0,Many small sailboats sitting at a dock., Many small sailboats docked.,neutral,entailment,"Premise: Many small sailboats sitting at a dock.

Hypothesis:  Many small sailboats docked.

Is the sentence a premise for the hypothesis? Answer as yes, no or maybe.

Answer:",0.9603521104975151,"{
  "" Maybe"": -0.04045528,
  "" No"": -3.9932632,
  "" Yes"": -3.88044
}"
78.0,One biker is running with their bike while another is riding around them.,The people are part of a club,neutral,neutral,"Premise: One biker is running with their bike while another is riding around them.

Hypothesis: The people are part of a club

Is the sentence a premise for the hypothesis? Answer as yes, no or maybe.

Answer:",0.9993206749458169,"{
  "" Maybe"": -0.0006795559,
  "" No"": -8.031412,
  ""Maybe"": -8.5269165
}"
79.0,A person wearing an orange shirt with a backpack on looking across a segment of lush green trees.,A person is meditating and looking at the peaceful lush green trees.,neutral,neutral,"Premise: A person wearing an orange shirt with a backpack on looking across a segment of lush green trees.

Hypothesis: A person is meditating and looking at the peaceful lush green trees.

Is the sentence a premise for the hypothesis? Answer as yes, no or maybe.

Answer:",0.9955089344314779,"{
  "" Maybe"": -0.0045011807,
  "" No"": -5.5391974,
  ""Maybe"": -8.207672
}"
80.0,Two men fight in a ring while spectators look on.,Boxers fight as the crowd screams.,neutral,neutral,"Premise: Two men fight in a ring while spectators look on.

Hypothesis: Boxers fight as the crowd screams.

Is the sentence a premise for the hypothesis? Answer as yes, no or maybe.

Answer:",0.9613220398915878,"{
  "" Maybe"": -0.039445817,
  "" No"": -3.2714252,
  "" maybe"": -8.056677
}"
81.0,Girls playing soccer competitively in the grass.,Nobody is playing soccer.,neutral,contradiction,"Premise: Girls playing soccer competitively in the grass.

Hypothesis: Nobody is playing soccer.

Is the sentence a premise for the hypothesis? Answer as yes, no or maybe.

Answer:",0.5389057953847654,"{
  "" Maybe"": -0.6182145,
  "" No"": -0.7760075,
  "" maybe"": -7.885636
}"
82.0,Two gray dogs running in green grass.,Two gray dogs are running.,neutral,entailment,"Premise: Two gray dogs running in green grass.

Hypothesis: Two gray dogs are running.

Is the sentence a premise for the hypothesis? Answer as yes, no or maybe.

Answer:",0.9815358256645266,"{
  "" Maybe"": -0.018636765,
  "" No"": -4.028681,
  "" maybe"": -8.301649
}"
83.0,"Five men in red shirts, in a line, on a basketball court, four with hands on their hearts, and same four looking upward.",A team of basketball players are on the court.,neutral,entailment,"Premise: Five men in red shirts, in a line, on a basketball court, four with hands on their hearts, and same four looking upward.

Hypothesis: A team of basketball players are on the court.

Is the sentence a premise for the hypothesis? Answer as yes, no or maybe.

Answer:",0.94531829319797,"{
  "" Maybe"": -0.05623359,
  "" No"": -2.9186523,
  ""Maybe"": -7.9786935
}"
84.0,"A bride, a groom, 3 guys, and 3 women.",The unrelated people wander aimlessly.,neutral,contradiction,"Premise: A bride, a groom, 3 guys, and 3 women.

Hypothesis: The unrelated people wander aimlessly.

Is the sentence a premise for the hypothesis? Answer as yes, no or maybe.

Answer:",0.9540855657443263,"{
  "" Maybe"": -0.04700192,
  "" No"": -3.0962322,
  ""Maybe"": -8.0088825
}"
85.0,"A group of asian women in sports attire, and one woman in the center is wearing a baseball cap.",Men are playing with a dog,contradiction,contradiction,"Premise: A group of asian women in sports attire, and one woman in the center is wearing a baseball cap.

Hypothesis: Men are playing with a dog

Is the sentence a premise for the hypothesis? Answer as yes, no or maybe.

Answer:",0.9766842660061205,"{
  "" Maybe"": -3.795902,
  "" No"": -0.023591846,
  ""No"": -7.2369494
}"
86.0,A snowboarder is jumping over a snow slope.,A girl jumps her green snowboard over a slope.,neutral,neutral,"Premise: A snowboarder is jumping over a snow slope.

Hypothesis: A girl jumps her green snowboard over a slope.

Is the sentence a premise for the hypothesis? Answer as yes, no or maybe.

Answer:",0.9695652062055048,"{
  "" Maybe"": -0.030907549,
  "" No"": -3.5078456,
  "" maybe"": -8.425616
}"
87.0,a group of people on a dock lowering into the water a boat with teal and purple decorations.,The group was getting ready to go fishing on the boat.,neutral,neutral,"Premise: a group of people on a dock lowering into the water a boat with teal and purple decorations.

Hypothesis: The group was getting ready to go fishing on the boat.

Is the sentence a premise for the hypothesis? Answer as yes, no or maybe.

Answer:",0.9983982905080103,"{
  "" Maybe"": -0.0016029936,
  "" Yes"": -6.9938593,
  "" maybe"": -8.069214
}"
88.0,A young girl in a bathing suit drinking a beverage in a green bottle.,The girl is drinking milk from a sippy cup.,neutral,contradiction,"Premise: A young girl in a bathing suit drinking a beverage in a green bottle.

Hypothesis: The girl is drinking milk from a sippy cup.

Is the sentence a premise for the hypothesis? Answer as yes, no or maybe.

Answer:",0.9145785279666866,"{
  "" Maybe"": -0.089291945,
  "" No"": -2.4659474,
  ""Maybe"": -8.485238
}"
89.0,Two people are sitting at a table outside of a building.,Two people are sitting eating lunch,neutral,neutral,"Premise: Two people are sitting at a table outside of a building.

Hypothesis: Two people are sitting eating lunch

Is the sentence a premise for the hypothesis? Answer as yes, no or maybe.

Answer:",0.9987162840691318,"{
  "" Maybe"": -0.0012845406,
  "" No"": -7.0565763,
  ""Maybe"": -8.474687
}"
