sample_id,snli_id,sentence_1,sentence_2,label,item_difficulty,average_accuracy,flesch_score_textstat,mean_grade_level_textstat,number_of_words,number_of_characters,prob_0_no_cal,prob_1_no_cal,prob_2_no_cal,pred,confidence,prob_0_with_cal,prob_1_with_cal,prob_2_with_cal,pred_label,entropy_with_cal
80,3611694228.jpg#3r1n,Two men fight in a ring while spectators look on.,Boxers fight as the crowd screams.,neutral,-0.371163703629936,0.5860655737704918,97.2,5.0,16,84,0.00013935855531599373,5.948386751697399e-05,0.9998012185096741,neutral,0.9997197816924833,0.00020856128224468307,7.165702527222467e-05,0.9997197816924833,neutral,0.003940954049756077
81,8025717431.jpg#3r1c,Girls playing soccer competitively in the grass.,Nobody is playing soccer.,contradiction,-3.45038996410637,0.9641393442622952,48.97,8.0,11,74,1.974889346456621e-05,0.999942421913147,3.777467645704746e-05,contradiction,0.9999318580531913,2.1596923841140786e-05,0.9999318580531913,4.654502296747978e-05,contradiction,0.001102861475476097
82,2258951972.jpg#4r1n,Two gray dogs running in green grass.,Two gray dogs are running.,entailment,-3.98274862480943,0.9784836065573772,99.23,2.0,12,64,0.9910476803779602,0.0005608341307379305,0.008391478098928928,entailment,0.9874626359386884,0.9874626359386884,0.0006825814539308573,0.011854782607380543,entailment,0.10100372945944457
83,7671851684.jpg#0r1e,"Five men in red shirts, in a line, on a basketball court, four with hands on their hearts, and same four looking upward.",A team of basketball players are on the court.,entailment,-0.187083774929628,0.5440573770491803,89.08,8.0,32,167,0.0005135404062457383,5.7365232351003215e-05,0.9994290471076965,neutral,0.996415477048266,0.003485796279249786,9.87266724842854e-05,0.996415477048266,neutral,0.0349348435627301
84,3208999896.jpg#4r1c,"A bride, a groom, 3 guys, and 3 women.",The unrelated people wander aimlessly.,contradiction,0.206578423229741,0.4528688524590163,64.37,4.0,14,77,2.0246990970917977e-05,0.9999420642852783,3.768345050048083e-05,contradiction,0.9999300697804466,2.3091326456799517e-05,0.9999300697804466,4.683889309658389e-05,contradiction,0.0011301775919697506
85,3381788544.jpg#0r1c,"A group of asian women in sports attire, and one woman in the center is wearing a baseball cap.",Men are playing with a dog,contradiction,-0.622316841093204,0.6413934426229508,84.17,5.0,25,122,1.9965482351835817e-05,0.9999417066574097,3.839411147055216e-05,contradiction,0.9999327996243682,2.1762531867489418e-05,0.9999327996243682,4.5437843764293995e-05,contradiction,0.0010894748004436658
86,3070485870.jpg#3r1n,A snowboarder is jumping over a snow slope.,A girl jumps her green snowboard over a slope.,neutral,-0.885338307049123,0.6956967213114754,96.69,6.0,17,90,0.00021278575877659023,4.346626519691199e-05,0.9997437596321106,neutral,0.9996953375481564,0.00025074572978834144,5.3916722055159224e-05,0.9996953375481564,neutral,0.004203240120733267
87,4788967880.jpg#0r1n,a group of people on a dock lowering into the water a boat with teal and purple decorations.,The group was getting ready to go fishing on the boat.,neutral,-1.6896493595599,0.8299180327868853,73.68,7.0,29,147,0.00014099522377364337,7.30757528799586e-05,0.9997859597206116,neutral,0.9997588223246232,0.00016629662729240654,7.48810480842189e-05,0.9997588223246232,neutral,0.0034618317435214955
88,4831683216.jpg#0r1c,A young girl in a bathing suit drinking a beverage in a green bottle.,The girl is drinking milk from a sippy cup.,contradiction,0.52387985779839,0.3811475409836065,85.18,6.0,23,113,2.0649893485824578e-05,0.9999421834945679,3.7211128073977306e-05,contradiction,0.9998876324882169,2.6148613282821724e-05,0.9998876324882169,8.62188985007745e-05,contradiction,0.0017242570400174896
89,3030015033.jpg#2r1n,Two people are sitting at a table outside of a building.,Two people are sitting eating lunch,neutral,-1.83320293410174,0.8483606557377049,71.31,4.0,17,92,0.00013476688764058053,6.511620449600741e-05,0.9998001456260681,neutral,0.9997466759460883,0.0001841321322896798,6.919192162194735e-05,0.9997466759460883,neutral,0.0036061107971777136
