paragraph_id,sentence_id,content,labels,labels_binary,mean_of_fixations,max_of_fixations,min_of_fixations,median_of_fixations,mean_of_ trts,max_of_trts,min_of_trts,median_of_trts,mean_of_ omissionRates,max_of_omissionRates,min_of_omissionRates,median_of_omissionRates,mean_of_pupilSizes,max_of_pupilSizes,min_of_pupilSizes,median_of_pupilSizes,zab_accuracy,zdm_accuracy,zdn_accuracy,zjm_accuracy,zjn_accuracy,zjs_accuracy,zkh_accuracy,zkw_accuracy,zmg_accuracy,sentence_accuracy,difficulty_1pl,difficulty_4pl,number_of_words,number_of_characters
243,1,Keynes was educated at Oundle School.,EDUCATION,1,6.75,10,3,7,841.5,1260,392,891,0.25,0.5,0,0.33333333333333,3896.125,5571,2699,3744,1,1,1,1,1,1,1,1,1,1,-21.77783203125,1.52220654487609,6,37
74,3,The boycott lasted for 381 days.,CONTROL,2,5,10,3,4.5,657.75,1217,223,553.5,0.41666666666667,0.66666666666667,0.16666666666667,0.5,2988.125,4709,1989,2810,1,1,1,1,1,1,1,1,1,1,-19.4387683868408,1.27600514888763,6,32
271,5,"He graduated from Dartmouth College in 1930, where he was a member of the Psi Upsilon fraternity, the Dartmouth Glee Club, and the Casque & Gauntlet Society.",EDUCATION,1,20.5,34,7,21,2327.75,4562,876,2343,0.40740740740741,0.81481481481481,0.14814814814815,0.37037037037037,13172.25,21004,3735,13900,1,1,1,1,1,1,1,1,1,1,-21.0047931671142,1.52559840679168,27,157
290,1,"Burroughs attended John Burroughs School in St. Louis, and The Los Alamos Ranch School in New Mexico.",EDUCATION,1,14.25,21,6,14,1606,2831,592,1539.5,0.36029411764706,0.70588235294118,0.23529411764706,0.35294117647059,8489.625,11491,3752,8684.5,1,1,1,1,1,1,1,1,1,1,-25.9045524597167,1.1412216424942,17,101
290,10,Burroughs graduated from Harvard University in 1936.,EDUCATION,1,6.625,10,4,6,792.375,1428,481,632,0.30357142857143,0.57142857142857,0.14285714285714,0.28571428571429,3407,4373,1714,3705.5,1,1,1,1,1,1,1,1,1,1,-22.1200428009033,1.43214082717895,7,52
291,1,"Walter William Rouse Ball (August 14, 1850 - April 4, 1925) was a British mathematician, lawyer and a fellow at Trinity College, Cambridge from 1878 to 1905.",EDUCATION,1,18.5,32,11,17,2092.875,3988,1098,1707,0.46759259259259,0.62962962962963,0.14814814814815,0.51851851851852,11609.75,19596,7194,11348,1,1,1,1,1,1,1,1,1,1,-20.8316116333007,1.3359454870224,27,157
312,1,In 1902 Geiger began to study physics and mathematics in Erlangen and later attained a doctorate in 1906.,EDUCATION,1,24.375,42,12,22.5,3045.625,5664,1074,2774.5,0.3125,0.44444444444444,0.16666666666667,0.33333333333333,8497.5,15752,4790,7589.5,1,1,1,1,0,1,1,1,1,0.888888888888889,-1.19465208053588,-2.86816072463989,18,105
70,3,She was the fifth of nine children.,CONTROL,2,5.5,10,4,4.5,619.375,1382,272,470,0.41071428571429,0.71428571428571,0.14285714285714,0.42857142857143,3731.375,5485,1882,4069.5,1,1,1,1,1,1,1,1,1,1,-23.4991970062255,1.21838390827178,7,35
312,2,In 1907 he began work with Ernest Rutherford at the University of Manchester.,EDUCATION,1,11.875,18,6,12,1297.375,2108,584,1340,0.36538461538462,0.53846153846154,0.23076923076923,0.38461538461538,6770.25,13121,4007,6272.5,1,0,0,1,1,1,1,1,1,0.777777777777778,1.3179395198822,-1.0665099620819,13,77
319,1,Einstein attended the Luitpold Gymnasium where he received a relatively progressive education.,EDUCATION,1,12.625,18,7,13,1444.375,2523,672,1365.5,0.33333333333333,0.58333333333333,0.16666666666667,0.29166666666667,5962.75,8169,3244,5839.5,1,1,1,1,1,1,1,1,1,1,-21.5485687255859,1.38310933113098,12,94
326,4,"The family was Jewish (non-observant); Albert attended a Catholic elementary school and, at the insistence of his mother, was given violin lessons.",EDUCATION,1,21.25,31,10,21.5,2316.25,3985,1041,2256,0.39772727272727,0.63636363636364,0.27272727272727,0.36363636363636,9647.5,14834,5485,8630,1,1,1,1,0,1,1,1,1,0.888888888888889,-0.406979292631149,-1.51958048343658,22,147
337,4,He graduated from Morehouse College with a Bachelor of Arts degree in Sociology in 1948.,EDUCATION,1,9.5,14,3,11.5,1009.625,1577,321,1138.5,0.53333333333333,0.8,0.26666666666667,0.5,5184.625,8008,2886,5233.5,1,1,1,1,1,1,1,1,1,1,-17.7441062927246,1.26166081428527,15,88
31,2,"Elliot and Fokker were able to receive such a large commission because Elliot had close connections to the U.S. Export-Import Bank through his father, Franklin Delano Roosevelt.",EMPLOYER,1,39.25,55,22,40,4359.125,5575,2315,4571,0.21296296296296,0.37037037037037,0.074074074074074,0.2037037037037,14775.875,18472,10901,14687.5,0,1,1,0,0,0,0,1,1,0.444444444444444,3.65920281410217,-0.180548995733261,27,177
40,1,"Dole is currently special counsel at the Washington, D.C., lobbying firm of Aaron Woo.",EMPLOYER,1,14.875,24,10,13.5,1768.125,2907,979,1618,0.28571428571429,0.42857142857143,0.21428571428571,0.28571428571429,8669.125,10863,5767,8907.5,1,1,1,1,1,1,1,1,1,1,-20.1197128295898,0.9707892537117,14,86
49,2,"This has included becoming a television commercial spokesman for such products as Viagra and Pepsi-Cola, and as an occasional political commentator on the popular American interview program Larry King Live.",EMPLOYER,1,31.5,43,19,31,3696.875,6193,1608,3731.5,0.325,0.53333333333333,0.2,0.26666666666667,16014.625,20645,9043,16822,1,1,1,1,1,1,1,1,1,1,-22.5000114440917,1.20458352565765,30,206
74,1,"Homer works in the Springfield Nuclear Power Plant, in Sector 7G, although ""working"" in this case refers largely to dozing and eating doughnuts.",EMPLOYER,1,23,35,8,25,2480.75,4190,884,2497,0.33695652173913,0.69565217391304,0.08695652173913,0.26086956521739,11757.875,16197,6848,12256,1,1,1,1,1,1,1,1,1,1,-22.3293228149414,1.27253901958465,23,144
107,4,He was then hired by the legal department of CBS subsidiary Columbia Records.,EMPLOYER,1,11.625,20,8,10,1347.5,2808,647,1103,0.34615384615385,0.46153846153846,0.15384615384615,0.38461538461538,7453.125,9882,4121,7990,1,1,1,1,1,1,1,1,1,1,-21.9257869720459,1.47294437885284,13,77
85,3,His ancestor Johann Valentin Pressler emigrated to North America in 1710.,CONTROL,2,10.625,17,6,9.5,1328.375,2344,617,1112.5,0.36363636363636,0.63636363636364,0.18181818181818,0.36363636363636,5667,8328,4212,4921,1,1,1,1,1,1,1,1,1,1,-24.4615287780761,1.46544694900512,11,73
130,1,"His employment by the General Electric company further enhanced his political image; he travelled widely as a GE spokesman, and was noted for his anti-Communist speeches.",EMPLOYER,1,21.375,48,8,19,2489.75,5889,806,2036,0.42788461538462,0.69230769230769,0.076923076923077,0.40384615384615,11578.25,16268,7811,10846.5,1,1,1,1,1,1,1,1,1,1,-25.8568210601806,1.15285015106201,26,170
175,3,"No doubt, his family connections helped him to secure an immediate post-graduate position at the Victoria University of Manchester, working under Ernest Rutherford and Niels Bohr on Rutherford's atomic theory.",EMPLOYER,1,31.875,45,19,29,3664.75,6103,2180,3229.5,0.325,0.43333333333333,0.23333333333333,0.33333333333333,14734.875,21358,9222,13899,1,1,1,1,1,1,1,1,1,1,-19.5309219360351,0.787416100502014,30,209
198,4,"He joined the Foreign Service, working for the State Department from 1956 until 1969.",EMPLOYER,1,11.75,16,7,12,1415.625,2056,854,1393.5,0.32142857142857,0.5,0,0.35714285714286,7432.25,10147,4052,8045.5,1,1,1,1,1,1,1,1,1,1,-22.4684925079345,1.16892623901367,14,85
89,1,He was born into a family of Swedish nobility.,CONTROL,2,6.625,10,5,5.5,805.625,1255,498,688,0.43055555555556,0.66666666666667,0.22222222222222,0.44444444444444,3954.875,5322,1389,4243.5,1,1,1,1,1,1,1,1,1,1,-23.0334701538085,0.908809602260589,9,46
209,6,"Prior to the war, Lawford had a gained a contract position with the MGM studios.",EMPLOYER,1,16.5,29,9,13.5,2018,3264,1037,1669.5,0.26666666666667,0.46666666666667,0.2,0.26666666666667,8394.125,11412,2944,9791,1,1,1,1,1,1,1,1,1,1,-22.0307674407959,0.968188285827636,15,80
212,2,"She worked as a librarian at the Fort Erie Public Library from 1974 to 1977, and was head of Special Collections at the St. Catharines Public Library from 1977 to 1990.",EMPLOYER,1,19,27,8,21,2255.625,3692,707,2386,0.47177419354839,0.7741935483871,0.2258064516129,0.41935483870968,13369.375,18020,5937,14388,1,1,1,1,1,1,1,1,1,1,-19.7435684204101,1.29677546024322,31,168
213,2,Senator from Connecticut and a Wall Street executive banker with Brown Brothers Harriman.,EMPLOYER,1,15.25,23,9,13,1844,3084,1020,1787.5,0.24038461538462,0.38461538461538,0,0.26923076923077,7260.125,9829,3919,7208,1,1,1,1,0,1,1,1,1,0.888888888888889,-0.521996140480041,-1.92188680171966,13,89
215,1,"His father-in-law, George Herbert Walker, and Walker's partner, Averell Harriman, brought him on as an officer in their investment banking firm, W. A. Harriman and Company in 1926.",EMPLOYER,1,25.375,31,15,26,2713.625,3910,1529,2870.5,0.35267857142857,0.57142857142857,0.21428571428571,0.28571428571429,14468.75,20897,8216,14666.5,1,1,1,1,1,1,1,1,1,1,-22.1736679077148,1.28818607330322,28,180
215,2,"When it merged with Brown Brothers in 1931, he became a partner in the new firm of Brown Brothers Harriman.",EMPLOYER,1,14.875,20,9,16,1661,2430,895,1730,0.38125,0.55,0.25,0.3,10184.5,12378,7573,10189,1,1,1,1,1,1,1,1,1,1,-20.7684822082519,1.22713196277618,20,107
97,3,"Despite his father's opposition to him having a foreign-born wife, Adams wed Louisa Johnson in 1797.",CONTROL,2,16.125,22,11,16.5,1798.625,2986,1094,1830,0.28125,0.375,0.1875,0.3125,8811.75,13271,5575,8829.5,1,1,1,1,1,1,1,1,1,1,-21.5041275024414,1.61628949642181,16,100
218,4,"In 1925, he joined the United States Rubber Company (based in New York City) as manager of the foreign division, and moved to Greenwich, Connecticut.",EMPLOYER,1,17.75,29,4,20,2084.125,3412,381,2256,0.445,0.84,0.2,0.34,10681.375,14887,4296,10380,1,1,1,1,1,1,1,1,1,1,-23.3680076599121,1.69347035884857,25,149
220,1,"As a managing partner of Brown Brothers Harriman, he sat on several corporate boards, including the following:",EMPLOYER,1,12.625,19,6,12.5,1481.25,2295,676,1414,0.42647058823529,0.64705882352941,0.29411764705882,0.38235294117647,7393.5,8993,4603,7900,1,1,1,1,1,1,1,1,1,1,-17.3139553070068,1.52814209461212,17,110
247,2,He moved to San Juan where he started to work for the Texas Company as a file clerk.,EMPLOYER,1,11.875,17,9,12,1307.375,2370,789,1243.5,0.44444444444444,0.55555555555556,0.22222222222222,0.44444444444444,8614.875,9926,7230,8597,1,1,1,1,1,1,1,1,1,1,-19.9040431976318,1.08742666244506,18,84
385,2,He later earned a Ph.D. in economics from the University of Virginia.,EMPLOYER,1,13.875,22,6,12.5,1616.5,3213,558,1485.5,0.35416666666667,0.58333333333333,0.16666666666667,0.33333333333333,5268.625,8743,3910,5079,0,1,0,0,0,0,0,1,0,0.222222222222222,4.65105104446411,0.46241295337677,12,69
97,4,The couple named one of their sons after George Washington.,CONTROL,2,10.25,13,8,10,1239.5,1934,925,1131,0.2625,0.4,0.1,0.25,6130.625,9628,3726,5991,1,1,1,1,1,1,1,1,1,1,-21.3174304962158,0.90964788198471,10,59
385,3,"Snow graduated with a law degree from the George Washington University in 1967 and then taught economics at the University of Maryland, University of Virginia, as well as law at George Washington.",EMPLOYER,1,25.75,34,17,26,2805.75,3912,1452,2677.5,0.3671875,0.46875,0.25,0.375,18041.25,23220,12697,16632,1,1,1,1,1,0,1,1,1,0.888888888888889,-0.783979356288909,-0.704241275787353,32,196
385,4,He also served as a Visiting Fellow at the American Enterprise Institute in 1977 and a Distinguished Fellow at the Yale School of Management from 1978 until 1980.,EMPLOYER,1,28,51,13,22.5,3544.625,8138,1306,2529.5,0.37053571428571,0.57142857142857,0.14285714285714,0.39285714285714,12462.375,16574,8971,12099,1,1,0,1,1,1,1,1,1,0.888888888888889,-0.59726071357727,-0.382560312747955,28,162
397,1,"In 1974, his first year as a University of Arkansas law professor, Clinton ran for the House of Representatives.",EMPLOYER,1,19.75,34,13,19,2334.5,4411,1166,2042.5,0.34210526315789,0.47368421052632,0.21052631578947,0.34210526315789,9122.875,14360,5567,8953,1,1,1,1,1,0,1,1,1,0.888888888888889,0.29727029800415,-0.616558790206909,19,112
417,1,"Bessel was the son of a civil servant, and at the age of 14 he was apprenticed to the import-export concern Kulenkamp.",EMPLOYER,1,21,29,15,20.5,2703.5,3566,1577,2610.5,0.32954545454545,0.45454545454545,0.18181818181818,0.31818181818182,11446.875,18319,7011,11253,1,1,1,1,1,1,1,1,1,1,-20.8836040496826,1.15395307540893,22,118
420,2,"Within two years he had left Kulenkamp and become an assistant at Lilienthal Observatory near Bremen, Germany.",EMPLOYER,1,15.5,22,12,14.5,1862.5,2983,1319,1652.5,0.32352941176471,0.58823529411765,0.11764705882353,0.29411764705882,8471.625,10496,6683,8333,1,1,1,1,1,1,1,1,1,1,-19.6786041259765,1.23150610923767,17,110
113,2,He had an elder brother named Emmet Olson.,CONTROL,2,6.375,10,4,6.5,727.375,1058,459,729.5,0.359375,0.5,0.25,0.375,4269.125,5538,2274,4681,1,1,1,1,1,1,1,1,1,1,-17.7237739562988,1.6075290441513,8,42
424,1,"Nicholas Clooney (born January 13, 1934) is an American television anchorman, game show and American Movie Classics host, as well as a politician from the state of Kentucky.",EMPLOYER,1,27.375,52,13,26,3192.625,6180,1267,2977.5,0.35267857142857,0.60714285714286,0.14285714285714,0.28571428571429,13612.125,20268,8100,12959.5,1,1,1,1,0,1,0,1,0,0.666666666666667,2.27524518966674,0.475231051445007,28,173
426,1,"After his loss, he went back to writing a column for The Cincinnati Post three times a week that has a wide range of topics.",EMPLOYER,1,19.25,29,9,17.5,2109.875,3813,980,1914,0.41,0.72,0.2,0.4,12094.75,17004,5375,12236.5,1,1,1,1,1,1,1,1,1,1,-18.821138381958,1.4611325263977,25,124
428,2,"In 1974, he gained his first national fame by hosting the short-lived ABC daytime game show Money Maze.",EMPLOYER,1,18.875,27,13,18,2256.5,3368,1222,2250,0.30555555555556,0.44444444444444,0,0.33333333333333,9022.875,11280,5059,9271,1,1,1,1,1,1,1,1,1,1,-21.8247661590576,1.02324283123016,18,103
428,3,"He then returned to local and syndicated radio and television in Cincinnati, including a stint as news anchor for WKRC-TV.",EMPLOYER,1,18.125,22,12,20,2146.25,2859,1196,2434,0.375,0.45,0.25,0.4,9656.125,14084,5263,9586.5,1,1,1,1,1,1,1,1,1,1,-22.5628509521484,1.07161581516265,20,122
140,2,"By 1936 he had grown bored with Hollywood, and abandoned his film career.",CONTROL,2,12.375,16,8,12.5,1441.5,1992,811,1591,0.30769230769231,0.46153846153846,0,0.38461538461538,6602.375,11134,1927,6723,1,1,1,1,1,1,1,1,1,1,-22.0516262054443,1.10457682609558,13,73
433,1,"Ruth Jayne Lawrence (born August 2, 1971) is an Associate Professor of mathematics at the Einstein Institute of Mathematics, Hebrew University of Jerusalem, and a researcher in knot theory and algebraic topology.",EMPLOYER,1,22.5,33,9,26,2664.125,4175,764,2976,0.48046875,0.75,0.28125,0.4375,13202.25,25234,6466,12360.5,1,1,1,1,1,1,1,1,1,1,-17.7614936828613,1.16148102283477,32,212
462,1,"Ricky Byrdsong (June 24, 1956 - July 2, 1999) was a former Northwestern University basketball coach.",EMPLOYER,1,13.125,20,8,13,1511.75,2926,768,1376.5,0.4921875,0.6875,0.3125,0.5,5282.5,8431,3307,4425,1,1,0,1,1,1,1,1,1,0.888888888888889,-21.843858718872,1.18953609466552,16,100
140,5,"He spent the remainder of his life in private pursuits, such as writing and painting.",CONTROL,2,12.875,24,6,12,1547,3147,702,1349.5,0.4,0.6,0.2,0.4,7612.75,13320,2020,7458.5,1,1,1,1,1,1,1,1,1,1,-23.3667392730712,1.41804981231689,15,85
462,3,"He had also been head coach at the University of Arizona and assistant coach at Eastern Illinois University, Western Michigan University and Iowa State University, his alma mater.",EMPLOYER,1,24.5,34,10,25,2868.5,4251,1016,2714.5,0.35714285714286,0.71428571428571,0.17857142857143,0.32142857142857,13514.625,21435,7011,13696.5,1,1,1,1,1,1,1,1,1,1,-23.7499141693115,1.54581952095031,28,179
503,1,"He went to school at Marlborough College, and went to Balliol College, Oxford University, and was president of the Oxford Union and editor of Isis.",EMPLOYER,1,22.125,31,13,22.5,2523.5,3739,1420,2607,0.34,0.52,0.24,0.3,13413.125,17617,6145,14416,0,1,0,1,0,1,0,1,1,0.555555555555556,2.70009493827819,-0.350713849067688,25,147
529,1,Reynolds then signed with Metro-Goldwyn-Mayer and was cast in Three Little Words which starred Fred Astaire and Red Skelton.,EMPLOYER,1,19.25,28,7,20,2367,3856,742,2415,0.38157894736842,0.73684210526316,0.15789473684211,0.28947368421053,8379.5,13521,2945,8112.5,1,1,1,1,1,1,1,1,1,1,-21.7525558471679,0.861840546131134,19,124
532,2,In 1948 she won the Miss Burbank Beauty Contest which resulted in a motion picture contract with Warner Bros.,EMPLOYER,1,15.625,21,12,14.5,1761.625,2953,1112,1700,0.35526315789474,0.47368421052632,0.26315789473684,0.34210526315789,10013.25,13157,6568,10208.5,1,1,1,1,1,1,1,1,1,1,-19.3797550201416,1.58213019371032,19,109
155,3,He published several poetry collections in the 1930s before starting to write for the stage.,CONTROL,2,17.125,29,8,18.5,2075,3914,887,2328,0.33333333333333,0.46666666666667,0.2,0.3,7490,9508,5017,7610,1,0,0,1,1,1,1,1,1,0.777777777777778,1.2762291431427,0.713132560253143,15,92
561,2,"Eventually, the band settled on Chad Channing, with whom the band recorded the album Bleach, released on Sub Pop Records in 1989.",EMPLOYER,1,26,42,12,25,3044.125,4999,1085,2939.5,0.26136363636364,0.5,0.045454545454545,0.25,13078,17456,8437,13288.5,1,1,0,1,0,1,1,1,1,0.777777777777778,0.589612007141113,-1.41764211654663,22,129
596,1,"In 1876, Meyer became the first Professor of Chemistry at the University of Tuebingen, where he served until his death there.",EMPLOYER,1,17.875,28,9,17.5,2021.5,3362,905,2295.5,0.42857142857143,0.61904761904762,0.28571428571429,0.4047619047619,8767.25,12056,4706,8861.5,1,1,1,1,1,1,1,1,1,1,-21.5472660064697,1.34996044635772,21,125
638,1,"Returning home after the war, he found work in the television industry with March of Time and then joined the CBS network.",EMPLOYER,1,16.625,22,10,16.5,1779.875,2755,1208,1724,0.36931818181818,0.59090909090909,0.22727272727273,0.34090909090909,11386.25,15130,8413,11069,1,1,1,1,1,1,1,1,1,1,-21.5827198028564,1.6744087934494,22,122
638,2,"He won directing Emmys for his work on the original 1854 CBS teleplay, Twelve Angry Men.",EMPLOYER,1,19.25,36,9,18.5,2347.625,3361,958,2533.5,0.359375,0.5625,0.1875,0.34375,6601.125,9358,3848,6428.5,1,1,0,1,0,1,1,1,1,0.777777777777778,1.53865182399749,-2.65830445289611,16,88
168,3,He and his wife had seven children.,CONTROL,2,4.625,7,3,5,584.25,1012,353,571.5,0.39285714285714,0.57142857142857,0.14285714285714,0.42857142857143,3874.375,5105,2312,3873.5,1,1,1,1,1,1,1,1,1,1,-20.7333087921142,1.11560750007629,7,35
674,1,She was a TV news reporter for NBC's Dateline NBC from 1989 until 2004.,EMPLOYER,1,13.5,27,5,13,1617,2737,367,1727,0.32142857142857,0.71428571428571,0.14285714285714,0.28571428571429,7967.125,10873,2958,8321,1,1,1,1,1,1,1,1,1,1,-24.3751201629638,1.42169189453125,14,71
674,5,"Her broadcast journalism career started with KYW-TV in Philadelphia, Pennsylvania.",EMPLOYER,1,10.75,20,5,10.5,1239.25,2648,452,1087.5,0.3,0.6,0.1,0.3,5365.5,7160,2230,6202,1,1,1,1,1,1,1,1,1,1,-26.6670608520507,1.64509868621826,10,82
106,1,"Clive Jay Davis (born April 4, 1934) is the founder of Arista Records, and member of the Rock and Roll Hall of Fame as a nonperformer.",FOUNDER,1,19.25,39,8,20,2147.75,3823,675,2292.5,0.49038461538462,0.76923076923077,0.23076923076923,0.46153846153846,10495.625,14886,6289,10245,1,1,1,1,1,1,1,1,1,1,-21.7856159210205,1.0873794555664,26,134
108,1,"In 1974, he founded Arista Records, naming it after his secondary school honor society.",FOUNDER,1,12.25,18,9,11.5,1411,2563,856,1318.5,0.375,0.5,0.28571428571429,0.35714285714286,7225.375,9232,3876,7595,1,1,1,1,1,1,1,1,1,1,-23.3794593811035,1.12333536148071,14,87
227,1,"Henry Ford (July 30, 1863 - April 7, 1947) was the founder of the Henry Ford Motor Company which later became Cadillac and Ford Motor Company.",FOUNDER,1,12.375,24,7,12,1305.25,2775,547,1195.5,0.57211538461538,0.73076923076923,0.26923076923077,0.59615384615385,10273.75,16013,6282,9970.5,1,1,1,1,1,1,1,1,1,1,-20.8379707336425,1.11328697204589,26,142
228,1,"Henry Ford, with eleven other investors and $28,000 in capital, incorporated the Ford Motor Company in 1903.",FOUNDER,1,30.125,54,14,29,3565,6546,1711,3374,0.25,0.35294117647059,0.17647058823529,0.23529411764706,8917.375,13199,6196,8451,0,1,0,0,1,1,1,1,0,0.555555555555556,3.0192060470581,0.222922027111053,17,108
230,1,"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.",FOUNDER,1,18.25,32,9,18.5,2157.25,4393,784,1994.5,0.435,0.68,0.24,0.38,13084.5,19447,8008,12574.5,1,1,1,1,1,1,1,1,1,1,-20.5076637268066,1.0974314212799,25,152
173,4,Ball however was elected to the Senate for the same seat in 1942.,CONTROL,2,9.625,15,7,8.5,1161,2170,708,916.5,0.41346153846154,0.53846153846154,0.30769230769231,0.42307692307692,6481.375,7950,4977,6512,1,1,1,1,1,1,1,1,1,1,-20.812442779541,1.24519085884094,13,65
231,1,"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.",FOUNDER,1,15.875,24,12,15,1925,3650,1197,1837.5,0.27205882352941,0.47058823529412,0.17647058823529,0.23529411764706,11937.25,14757,7975,12368.5,1,1,1,1,1,1,1,1,1,1,-23.4617824554443,1.30690503120422,17,123
231,4,"With his interest in race cars, he formed a second company, the Henry Ford Company.",FOUNDER,1,10.125,12,6,10.5,1178.5,1750,702,1141,0.43333333333333,0.6,0.26666666666667,0.4,7681.625,10490,4711,7515.5,1,1,1,1,1,1,1,1,1,1,-21.3360633850097,0.839518845081329,15,83
261,1,"John Davison Rockefeller (July 8, 1839 - May 23, 1937) was an American capitalist most known for his role in the early petroleum industry and the founding of Standard Oil (ExxonMobil is the largest of its descendants).",FOUNDER,1,24.75,39,13,25,2680,4861,1255,2735.5,0.51013513513514,0.72972972972973,0.35135135135135,0.45945945945946,13274,17770,8743,14598,1,1,1,1,1,1,1,1,1,1,-18.5245571136474,1.55384683609008,37,218
262,5,"He founded the University of Chicago in 1890, the Rockefeller Institute for Medical Research (now Rockefeller University) in New York City in 1901, the General Education Board in 1902, the Rockefeller Foundation in 1913, and the Laura Spelman Rockefeller Memorial in 1918, as well as giving large gifts to other institutions.",FOUNDER,1,30.625,48,8,32.5,3250.75,5397,622,3526,0.54656862745098,0.90196078431373,0.27450980392157,0.46078431372549,15999.625,28739,3994,17808.5,1,1,1,1,1,1,1,1,1,1,-20.2170295715332,1.08367693424224,51,325
262,6,His gift of $5 million dollars helped found the Great Smoky Mountains National Park.,FOUNDER,1,14.125,22,8,13.5,1551.875,2523,821,1450,0.28571428571429,0.42857142857143,0.14285714285714,0.28571428571429,7538.875,9809,5342,7637,1,1,1,1,1,0,1,1,1,0.888888888888889,-1.81001996994018,0.218461528420448,14,84
180,4,It was published in 1950 and earned him some respect as a writer.,CONTROL,2,11.625,17,7,12,1277.375,1930,677,1224.5,0.41346153846154,0.53846153846154,0.30769230769231,0.42307692307692,5683.5,8064,3581,6139.5,1,1,1,1,1,1,1,1,1,1,-20.5050144195556,1.36294150352478,13,65
268,3,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.",FOUNDER,1,19.25,28,12,19,2163.5,4000,1114,1980.5,0.385,0.56,0.24,0.4,12627.875,18578,8671,11732.5,1,1,1,1,1,1,1,1,1,1,-21.5362854003906,0.797785997390747,25,162
279,2,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,FOUNDER,1,34.25,47,16,36,4092.875,7320,1614,4367,0.35096153846154,0.5,0.23076923076923,0.32692307692308,12081.625,16574,5851,12936,1,1,0,1,0,0,0,1,0,0.444444444444444,3.74395823478698,0.397191405296325,26,142
279,3,"They founded the town of Portsmouth, Rhode Island.",FOUNDER,1,8,11,4,8.5,899,1266,422,1006,0.34375,0.5,0.125,0.375,4073.5,5441,2769,4115.5,1,1,1,1,1,1,1,1,1,1,-20.4910087585449,1.33538436889648,8,50
289,2,"His grandfather, also named William Seward Burroughs, founded the Burroughs Adding Machine company, which evolved into the Burroughs Corporation.",FOUNDER,1,14.625,21,6,17,1620.375,2851,581,1766.5,0.39473684210526,0.73684210526316,0.21052631578947,0.28947368421053,9291.125,14605,5217,8787.5,1,1,1,1,1,1,1,1,1,1,-21.1151714324951,1.66659593582153,19,145
181,4,Jack didn't start to learn English until the age of six.,CONTROL,2,7.625,14,5,6.5,811,1651,471,670.5,0.42045454545455,0.54545454545455,0.18181818181818,0.45454545454545,5491.125,7275,4048,5423.5,1,1,1,1,1,1,1,1,1,1,-23.2384052276611,1.46078824996948,11,56
298,1,"In 1968, 6 years after her death, she was honored, as the former president of United Nations Commission on Human Rights, by a posthume Nobel Peace Prize, along with Rene Cassin, president of the European Court of Human Rights, for their work in drafting and promoting the adoption and proclamation the 1948 Universal Declaration of Human Rights.",FOUNDER,1,50.625,88,26,47,5692.125,10751,2560,5046,0.44736842105263,0.59649122807018,0.31578947368421,0.44736842105263,21931.625,33455,11290,21392,1,0,0,1,0,1,0,1,0,0.444444444444444,3.0779538154602,0.231462284922599,57,345
300,1,"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.",FOUNDER,1,19,26,11,19.5,2242.625,3432,1147,2426,0.38095238095238,0.66666666666667,0.23809523809524,0.33333333333333,9458.875,11914,7294,9270.5,1,1,1,1,0,1,1,0,1,0.777777777777778,1.32153213024139,-1.36593532562255,21,148
300,2,She chaired the committee that drafted and approved the Universal Declaration of Human Rights.,FOUNDER,1,16.625,26,10,15,1927.375,3052,1183,1600.5,0.39285714285714,0.5,0.28571428571429,0.35714285714286,5231.875,8129,2752,4651.5,1,0,1,1,0,0,0,0,0,0.333333333333333,4.21990203857421,0.378130167722702,14,94
183,2,"Despite leaving the band for an acting career, he still composes music for some films.",CONTROL,2,14.125,19,11,13.5,1612.625,2250,1176,1502,0.375,0.46666666666667,0.26666666666667,0.4,7269.75,9803,3976,6825,1,1,1,1,1,1,1,1,1,1,-23.3617115020751,1.67711043357849,15,86
336,1,"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.",FOUNDER,1,30,64,9,29.5,3443.25,8613,905,3145.5,0.50872093023256,0.81395348837209,0.27906976744186,0.44186046511628,15777.875,25287,6455,16950.5,1,1,1,1,0,1,1,1,1,0.888888888888889,-0.120573356747627,-2.4020493030548,43,281
358,1,"In 1997, Coppola founded Zoetrope All-Story, a flashy literary magazine that publishes short stories.",FOUNDER,1,15,22,9,16,1871.875,2711,1012,1973,0.30357142857143,0.5,0.21428571428571,0.28571428571429,6544.75,7898,4234,6777,1,1,1,1,1,1,1,1,1,1,-19.7643241882324,1.16928362846374,14,101
