,paragraph_id,sentence_id,content,labels,binary_labels,flesch_score_manual,flesch_score_textstat,mean_grade_level_textstat,mean_of_fixations,max_of_fixations,min_of_fixations,median_of_fixations,mean_of_trts,max_of_trts,min_of_trts,median_of_trts,mean_of_omissionRates,max_of_omissionRates,min_of_omissionRates,median_of_omissionRates,mean_of_pupilSizes,max_of_pupilSizes,min_of_pupilSizes,median_of_pupilSizes,mean_of_average_fixation_duration,max_of_average_fixation_duration,min_of_average_fixation_duration,median_of_average_fixation_duration,number_of_words,number_of_characters,number_of_syllables,zab_item_accuracy,zdm_item_accuracy,zdn_item_accuracy,zjm_item_accuracy,zjn_item_accuracy,zjs_item_accuracy,zkh_item_accuracy,zkw_item_accuracy,zmg_item_accuracy,average_sentence_accuracy
94,107.0,4.0,He was then hired by the legal department of CBS subsidiary Columbia Records.,EMPLOYER,1.0,43.963076923076954,66.74,8.0,11.444444444444445,20.0,8.0,10.0,1339.7777777777778,2808.0,647.0,1116.0,0.35042735042735046,0.46153846153846156,0.15384615384615385,0.38461538461538464,942.1152797819464,1411.7142857142858,591.3787878787879,987.375,112.78853954687287,140.4,80.875,112.46153846153847,13.0,77.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
95,85.0,3.0,His ancestor Johann Valentin Pressler emigrated to North America in 1710.,CONTROL,2.0,26.470000000000027,51.85,12.0,10.222222222222221,17.0,6.0,8.0,1265.3333333333333,2344.0,617.0,887.0,0.3737373737373737,0.6363636363636364,0.18181818181818182,0.45454545454545453,997.6960905349794,1409.2,633.5370370370371,1041.0,119.07767096737683,146.5,102.83333333333333,112.71428571428571,11.0,73.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
96,130.0,1.0,"His employment by the General Electric company further enhanced his political image; he travelled widely as a GE spokesman, and was noted for his anti-Communist speeches.",EMPLOYER,1.0,7.991153846153878,28.17,18.0,19.77777777777778,48.0,7.0,17.0,2282.8888888888887,5889.0,628.0,1815.0,0.4658119658119658,0.7692307692307693,0.07692307692307693,0.46153846153846156,967.6730247596115,1450.0,619.1666666666666,950.2857142857143,108.889403941983,144.25806451612902,89.55555555555556,106.76470588235294,26.0,170.0,53.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
97,175.0,3.0,"No doubt, his family connections helped him to secure an immediate post-graduate position at the Victoria University of Manchester, working under Ernest Rutherford and Niels Bohr on Rutherford's atomic theory.",EMPLOYER,1.0,4.3650000000000375,15.65,19.0,30.11111111111111,45.0,16.0,29.0,3427.1111111111113,6103.0,1526.0,2809.0,0.34074074074074073,0.4666666666666667,0.23333333333333334,0.36666666666666664,920.8979056893311,1369.1052631578948,615.7355072463769,939.0964912280702,111.22900856375145,152.575,83.84615384615384,111.11111111111111,30.0,209.0,61.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
98,198.0,4.0,"He joined the Foreign Service, working for the State Department from 1956 until 1969.",EMPLOYER,1.0,53.639285714285734,74.19,7.0,11.222222222222221,16.0,7.0,12.0,1344.2222222222222,2056.0,773.0,1363.0,0.3492063492063492,0.5714285714285714,0.0,0.42857142857142855,910.6613335738335,1319.5714285714287,608.25,910.1666666666667,119.64986433319766,157.0,94.88888888888889,110.42857142857143,14.0,85.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99,89.0,1.0,He was born into a family of Swedish nobility.,CONTROL,2.0,47.30000000000004,53.88,8.0,6.333333333333333,10.0,4.0,5.0,775.0,1255.0,498.0,659.0,0.4444444444444444,0.6666666666666666,0.2222222222222222,0.4444444444444444,930.5419312169312,1376.3333333333333,578.2857142857143,934.8,122.15679012345679,144.5,99.6,125.5,9.0,46.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,209.0,6.0,"Prior to the war, Lawford had a gained a contract position with the MGM studios.",EMPLOYER,1.0,73.17000000000003,73.17,7.0,16.11111111111111,29.0,9.0,13.0,1967.3333333333333,3264.0,1037.0,1615.0,0.29629629629629634,0.5333333333333333,0.2,0.26666666666666666,950.4468033509701,1376.6875,594.4861111111111,953.7121212121212,121.47869213074758,154.47058823529412,101.23076923076923,115.35714285714286,15.0,80.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101,212.0,2.0,"She worked as a librarian at the Fort Erie Public Library from 1974 to 1977, and was head of Special Collections at the St. Catharines Public Library from 1977 to 1990.",EMPLOYER,1.0,49.83451612903227,81.12,8.0,17.666666666666668,27.0,7.0,17.0,2079.222222222222,3692.0,668.0,1973.0,0.5053763440860215,0.7741935483870968,0.22580645161290322,0.45161290322580644,903.6729630262525,1319.7857142857142,558.7708333333334,944.3409090909091,112.39934018051665,142.0,88.375,111.96,31.0,168.0,46.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102,213.0,2.0,Senator from Connecticut and a Wall Street executive banker with Brown Brothers Harriman.,EMPLOYER,1.0,24.440000000000026,41.36,11.0,14.88888888888889,23.0,9.0,12.0,1801.2222222222222,3084.0,1020.0,1746.0,0.27350427350427353,0.5384615384615384,0.0,0.3076923076923077,908.1966171688395,1356.0555555555557,551.6794871794872,925.8,120.1954120222236,152.41666666666666,92.72727272727273,121.58333333333333,13.0,89.0,26.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8888888888888888
103,215.0,1.0,"His father-in-law, George Herbert Walker, and Walker's partner, Averell Harriman, brought him on as an officer in their investment banking firm, W. A. Harriman and Company in 1926.",EMPLOYER,1.0,33.38642857142861,57.27,9.0,23.88888888888889,31.0,12.0,25.0,2532.8888888888887,3910.0,1087.0,2863.0,0.38492063492063494,0.6428571428571429,0.21428571428571427,0.2857142857142857,903.4547086174537,1291.6372549019607,606.8,989.7424242424244,104.00607788886792,126.12903225806451,87.89473684210526,101.93333333333334,28.0,180.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
104,215.0,2.0,"When it merged with Brown Brothers in 1931, he became a partner in the new firm of Brown Brothers Harriman.",EMPLOYER,1.0,68.09500000000004,76.56,8.0,14.333333333333334,20.0,9.0,14.0,1599.2222222222222,2430.0,895.0,1452.0,0.40555555555555556,0.6,0.25,0.3,911.161287477954,1375.3333333333333,584.0,950.7142857142857,108.80698041399795,127.77777777777777,90.1,105.6842105263158,20.0,107.0,28.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
105,97.0,3.0,"Despite his father's opposition to him having a foreign-born wife, Adams wed Louisa Johnson in 1797.",CONTROL,2.0,42.545000000000016,55.24,12.0,15.11111111111111,22.0,7.0,16.0,1696.3333333333333,2986.0,878.0,1647.0,0.3125,0.5625,0.1875,0.3125,920.9457079957078,1330.9545454545455,556.3333333333334,952.3,110.81015996244322,135.72727272727272,87.76923076923077,111.83333333333333,16.0,100.0,28.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
106,218.0,4.0,"In 1925, he joined the United States Rubber Company (based in New York City) as manager of the foreign division, and moved to Greenwich, Connecticut.",EMPLOYER,1.0,35.94800000000001,54.56,11.0,17.333333333333332,29.0,4.0,18.0,2002.888888888889,3412.0,381.0,2199.0,0.4577777777777778,0.84,0.2,0.36,911.0713940879382,1340.3125,560.775,973.5,111.32634004990328,142.16666666666666,95.25,109.11111111111111,25.0,149.0,43.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
107,220.0,1.0,"As a managing partner of Brown Brothers Harriman, he sat on several corporate boards, including the following:",EMPLOYER,1.0,30.332941176470626,37.3,13.0,12.11111111111111,19.0,6.0,11.0,1415.3333333333333,2295.0,676.0,1054.0,0.4509803921568628,0.6470588235294118,0.29411764705882354,0.4117647058823529,902.1018217893218,1332.3333333333333,577.8181818181819,903.1666666666666,114.83778322067795,146.57142857142858,92.0,112.84210526315789,17.0,110.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
108,247.0,2.0,He moved to San Juan where he started to work for the Texas Company as a file clerk.,EMPLOYER,1.0,71.06500000000001,87.05,6.0,11.777777777777779,17.0,9.0,11.0,1299.0,2370.0,789.0,1232.0,0.4567901234567901,0.5555555555555556,0.2222222222222222,0.4444444444444444,913.9640492223825,1367.8125,599.6875,992.6,107.39166374656571,139.41176470588235,86.1,104.36363636363636,18.0,84.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
109,385.0,2.0,He later earned a Ph.D. in economics from the University of Virginia.,EMPLOYER,1.0,39.55500000000001,65.39,6.0,13.777777777777779,22.0,6.0,13.0,1600.2222222222222,3213.0,558.0,1470.0,0.37037037037037035,0.5833333333333334,0.16666666666666666,0.3333333333333333,933.9368863903587,1455.642857142857,560.2037037037038,989.7,112.91293274626608,146.04545454545453,89.0,112.55555555555556,12.0,69.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2222222222222222
110,97.0,4.0,The couple named one of their sons after George Washington.,CONTROL,2.0,52.86500000000001,78.25,5.0,10.444444444444445,13.0,8.0,11.0,1266.6666666666667,1934.0,925.0,1167.0,0.26666666666666666,0.4,0.1,0.3,1015.1003086419755,1690.7619047619046,617.0476190476192,1037.0238095238096,120.71885521885523,148.76923076923077,106.0909090909091,116.66666666666667,10.0,59.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
111,385.0,3.0,"Snow graduated with a law degree from the George Washington University in 1967 and then taught economics at the University of Maryland, University of Virginia, as well as law at George Washington.",EMPLOYER,1.0,23.661250000000024,30.54,17.0,24.666666666666668,34.0,16.0,24.0,2674.222222222222,3912.0,1452.0,2664.0,0.3958333333333333,0.625,0.25,0.4375,926.6102221418504,1445.111111111111,578.2753623188406,982.1176470588235,106.6766051924079,130.4,85.41176470588235,107.89473684210526,32.0,196.0,57.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8888888888888888
112,385.0,4.0,He also served as a Visiting Fellow at the American Enterprise Institute in 1977 and a Distinguished Fellow at the Yale School of Management from 1978 until 1980.,EMPLOYER,1.0,36.40785714285718,43.06,11.0,27.22222222222222,51.0,13.0,21.0,3455.222222222222,8138.0,1306.0,2672.0,0.38888888888888884,0.5714285714285714,0.14285714285714285,0.39285714285714285,903.5145484938989,1404.55,594.280505952381,955.6423611111112,121.22380296098046,169.54166666666666,100.46153846153847,119.96666666666667,28.0,162.0,47.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888
113,397.0,1.0,"In 1974, his first year as a University of Arkansas law professor, Clinton ran for the House of Representatives.",EMPLOYER,1.0,45.06578947368425,52.19,11.0,20.666666666666668,34.0,13.0,19.0,2430.6666666666665,4411.0,1166.0,2285.0,0.3450292397660819,0.47368421052631576,0.21052631578947367,0.3684210526315789,935.2441762866763,1573.4393939393938,569.88,924.0454545454545,114.92001307945581,132.07692307692307,89.6923076923077,120.0,19.0,112.0,32.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8888888888888888
114,417.0,1.0,"Bessel was the son of a civil servant, and at the age of 14 he was apprenticed to the import-export concern Kulenkamp.",EMPLOYER,1.0,49.91409090909093,57.61,11.0,20.22222222222222,29.0,14.0,19.0,2568.777777777778,3566.0,1491.0,2566.0,0.3434343434343435,0.45454545454545453,0.18181818181818182,0.36363636363636365,919.6296353655424,1414.9411764705883,540.0277777777778,980.3611111111112,125.93791246809698,142.64,105.13333333333334,128.25,22.0,118.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
115,420.0,2.0,"Within two years he had left Kulenkamp and become an assistant at Lilienthal Observatory near Bremen, Germany.",EMPLOYER,1.0,30.332941176470626,45.76,12.0,14.88888888888889,22.0,10.0,14.0,1775.5555555555557,2983.0,1080.0,1439.0,0.3464052287581699,0.5882352941176471,0.11764705882352941,0.29411764705882354,894.5867877492879,1357.6666666666667,556.1,953.9230769230769,117.44638787138787,149.15,94.21428571428571,113.0,17.0,110.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
116,113.0,2.0,He had an elder brother named Emmet Olson.,CONTROL,2.0,82.39000000000001,71.82,3.0,6.222222222222222,10.0,4.0,6.0,708.4444444444445,1058.0,459.0,668.0,0.375,0.5,0.25,0.375,899.4944444444444,1384.5,569.5,900.6666666666666,114.60238095238095,151.14285714285714,83.66666666666667,113.0,8.0,42.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
117,424.0,1.0,"Nicholas Clooney (born January 13, 1934) is an American television anchorman, game show and American Movie Classics host, as well as a politician from the state of Kentucky.",EMPLOYER,1.0,27.343571428571465,51.52,13.0,26.444444444444443,52.0,13.0,26.0,3032.1111111111113,6180.0,1267.0,2887.0,0.369047619047619,0.6071428571428571,0.14285714285714285,0.32142857142857145,883.8272828535987,1316.1363636363637,570.4027777777777,901.2083333333334,111.31622760307135,133.25806451612902,92.0,113.77777777777777,28.0,173.0,50.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666
118,426.0,1.0,"After his loss, he went back to writing a column for The Cincinnati Post three times a week that has a wide range of topics.",EMPLOYER,1.0,69.78800000000001,79.94,10.0,19.666666666666668,29.0,9.0,18.0,2197.5555555555557,3813.0,980.0,1954.0,0.4088888888888889,0.72,0.2,0.4,896.5550186387686,1311.6666666666667,572.875,907.2380952380952,110.41133775432544,131.48275862068965,90.6875,108.88888888888889,25.0,124.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
119,428.0,2.0,"In 1974, he gained his first national fame by hosting the short-lived ABC daytime game show Money Maze.",EMPLOYER,1.0,56.965,78.59,9.0,18.22222222222222,27.0,13.0,18.0,2154.1111111111113,3368.0,1222.0,2231.0,0.3271604938271605,0.5,0.0,0.3888888888888889,904.4403263403264,1353.5606060606062,562.9444444444445,912.5909090909091,115.50565531055729,140.33333333333334,94.0,116.41176470588235,18.0,103.0,28.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
120,428.0,3.0,"He then returned to local and syndicated radio and television in Cincinnati, including a stint as news anchor for WKRC-TV.",EMPLOYER,1.0,34.255000000000024,51.18,13.0,17.444444444444443,22.0,12.0,20.0,2095.1111111111113,2859.0,1196.0,2422.0,0.39999999999999997,0.6,0.25,0.4,891.8335214939382,1280.3636363636363,591.6,899.0,118.91994949494948,142.95,92.35714285714286,121.1,20.0,122.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
121,140.0,2.0,"By 1936 he had grown bored with Hollywood, and abandoned his film career.",CONTROL,2.0,63.486153846153854,83.66,8.0,12.333333333333334,16.0,8.0,12.0,1456.3333333333333,1992.0,811.0,1575.0,0.3162393162393162,0.46153846153846156,0.0,0.38461538461538464,892.8330798830799,1395.5,572.6923076923077,907.8958333333333,116.69264346764346,131.25,101.0,118.78571428571429,13.0,73.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
122,433.0,1.0,"Ruth Jayne Lawrence (born August 2, 1971) is an Associate Professor of mathematics at the Einstein Institute of Mathematics, Hebrew University of Jerusalem, and a researcher in knot theory and algebraic topology.",EMPLOYER,1.0,5.15500000000003,22.08,0.0,22.77777777777778,33.0,9.0,26.0,2651.6666666666665,4175.0,764.0,2973.0,0.46875,0.75,0.28125,0.4375,887.834005891675,1477.1583333333333,561.7592592592592,906.0579710144929,111.37528952021351,147.26923076923077,84.88888888888889,102.72413793103448,32.0,212.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
123,462.0,1.0,"Ricky Byrdsong (June 24, 1956 - July 2, 1999) was a former Northwestern University basketball coach.",EMPLOYER,1.0,42.545000000000016,47.79,11.0,12.88888888888889,20.0,8.0,13.0,1480.7777777777778,2926.0,768.0,1307.0,0.4861111111111111,0.6875,0.3125,0.5,886.3485489818823,1414.357142857143,592.125,902.4375,114.09039540706209,158.7,96.0,103.11111111111111,16.0,100.0,28.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888
124,140.0,5.0,"He spent the remainder of his life in private pursuits, such as writing and painting.",CONTROL,2.0,67.53000000000003,73.17,9.0,12.777777777777779,24.0,6.0,12.0,1554.888888888889,3147.0,702.0,1396.0,0.4222222222222222,0.6,0.2,0.4,938.998760087649,1472.2916666666667,630.5454545454545,948.7,119.90652337858221,134.83333333333334,98.0,124.3529411764706,15.0,85.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
125,462.0,3.0,"He had also been head coach at the University of Arizona and assistant coach at Eastern Illinois University, Western Michigan University and Iowa State University, his alma mater.",EMPLOYER,1.0,15.257857142857176,26.14,14.0,24.77777777777778,34.0,10.0,27.0,2845.222222222222,4251.0,1016.0,2659.0,0.36111111111111105,0.7142857142857143,0.17857142857142858,0.35714285714285715,881.6939026952703,1412.1064814814815,559.2826086956521,876.375,113.22937958474839,146.58620689655172,97.0625,110.61904761904762,28.0,179.0,54.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
126,503.0,1.0,"He went to school at Marlborough College, and went to Balliol College, Oxford University, and was president of the Oxford Union and editor of Isis.",EMPLOYER,1.0,49.48400000000001,46.1,18.0,23.444444444444443,34.0,13.0,24.0,2686.0,3986.0,1420.0,2712.0,0.32888888888888895,0.52,0.24,0.28,880.5811244250787,1364.0833333333333,552.6578947368421,927.2105263157895,116.0147377138522,150.28571428571428,80.70967741935483,117.23529411764706,25.0,147.0,39.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5555555555555556
127,529.0,1.0,Reynolds then signed with Metro-Goldwyn-Mayer and was cast in Three Little Words which starred Fred Astaire and Red Skelton.,EMPLOYER,1.0,58.42368421052632,69.11,8.0,19.22222222222222,28.0,7.0,19.0,2318.777777777778,3856.0,742.0,2040.0,0.39766081871345027,0.7368421052631579,0.15789473684210525,0.3157894736842105,879.3941930570899,1273.851851851852,556.0208333333334,936.1,117.36423880758996,142.8148148148148,101.73684210526316,120.0,19.0,124.0,29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
128,532.0,2.0,In 1948 she won the Miss Burbank Beauty Contest which resulted in a motion picture contract with Warner Bros.,EMPLOYER,1.0,58.42368421052632,60.65,11.0,15.222222222222221,21.0,12.0,13.0,1700.7777777777778,2953.0,1112.0,1510.0,0.3625730994152046,0.47368421052631576,0.2631578947368421,0.42105263157894735,923.4042328042328,1321.969696969697,590.4761904761905,965.952380952381,109.5698764361045,140.61904761904762,91.15384615384616,108.55555555555556,19.0,109.0,29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
129,155.0,3.0,He published several poetry collections in the 1930s before starting to write for the stage.,CONTROL,2.0,39.33000000000001,56.25,11.0,16.666666666666668,29.0,8.0,18.0,1989.888888888889,3914.0,887.0,2225.0,0.3407407407407408,0.4666666666666667,0.2,0.3333333333333333,909.927451365507,1375.8366666666666,555.1388888888888,928.9375,115.28021405282445,134.9655172413793,94.54545454545455,116.0,15.0,92.0,27.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777777777778
130,561.0,2.0,"Eventually, the band settled on Chad Channing, with whom the band recorded the album Bleach, released on Sub Pop Records in 1989.",EMPLOYER,1.0,61.45045454545455,66.07,13.0,25.77777777777778,42.0,12.0,24.0,3034.0,4999.0,1085.0,2953.0,0.2878787878787879,0.5,0.045454545454545456,0.2727272727272727,936.0783480009936,1586.909090909091,565.7301587301588,946.4642857142857,116.44648883470722,138.86111111111111,90.41666666666667,122.0,22.0,129.0,32.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7777777777777778
131,596.0,1.0,"In 1876, Meyer became the first Professor of Chemistry at the University of Tuebingen, where he served until his death there.",EMPLOYER,1.0,40.4914285714286,58.62,10.0,18.333333333333332,28.0,9.0,19.0,2058.8888888888887,3362.0,905.0,2358.0,0.43915343915343913,0.6190476190476191,0.2857142857142857,0.47619047619047616,913.365720699054,1540.4444444444443,589.9696969696969,924.375,110.81052692046208,138.125,88.0,107.18181818181819,21.0,125.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
132,638.0,1.0,"Returning home after the war, he found work in the television industry with March of Time and then joined the CBS network.",EMPLOYER,1.0,61.45045454545455,66.07,9.0,15.777777777777779,22.0,9.0,16.0,1681.5555555555557,2755.0,895.0,1497.0,0.40404040404040403,0.6818181818181818,0.22727272727272727,0.36363636363636365,894.0793683214027,1421.0833333333333,559.7058823529412,924.375,105.81106360052439,137.75,88.28571428571429,100.86363636363636,22.0,122.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
133,638.0,2.0,"He won directing Emmys for his work on the original 1854 CBS teleplay, Twelve Angry Men.",EMPLOYER,1.0,63.69500000000001,72.16,8.0,18.555555555555557,36.0,9.0,17.0,2270.777777777778,3361.0,958.0,2212.0,0.375,0.5625,0.1875,0.375,900.5360961569295,1275.809523809524,550.5192307692307,938.6730769230769,125.7197840648821,158.0,93.36111111111111,126.6,16.0,88.0,24.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7777777777777778
134,168.0,3.0,He and his wife had seven children.,CONTROL,2.0,90.95857142857145,89.75,3.0,4.555555555555555,7.0,3.0,5.0,588.3333333333334,1012.0,353.0,621.0,0.3968253968253968,0.5714285714285714,0.14285714285714285,0.42857142857142855,931.2009259259258,1443.0,602.1666666666666,1008.375,129.5412698412698,171.33333333333334,90.25,130.0,7.0,35.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
135,674.0,1.0,She was a TV news reporter for NBC's Dateline NBC from 1989 until 2004.,EMPLOYER,1.0,71.76785714285715,91.11,6.0,12.666666666666666,27.0,5.0,13.0,1521.2222222222222,2737.0,367.0,1706.0,0.35714285714285715,0.7142857142857143,0.14285714285714285,0.2857142857142857,944.6339646464647,1505.2291666666667,592.15,970.3181818181819,119.15819448041673,144.23076923076923,73.4,128.72727272727272,14.0,71.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
136,674.0,5.0,"Her broadcast journalism career started with KYW-TV in Philadelphia, Pennsylvania.",EMPLOYER,1.0,19.025000000000006,19.03,16.0,10.444444444444445,20.0,5.0,9.0,1196.888888888889,2648.0,452.0,873.0,0.3111111111111111,0.6,0.1,0.3,934.1051146384481,1549.5,561.7333333333333,942.6388888888889,108.86559829059829,145.6153846153846,90.4,104.625,10.0,82.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
137,106.0,1.0,"Clive Jay Davis (born April 4, 1934) is the founder of Arista Records, and member of the Rock and Roll Hall of Fame as a nonperformer.",FOUNDER,1.0,66.56038461538463,87.39,12.0,18.11111111111111,39.0,8.0,18.0,2022.6666666666667,3823.0,675.0,2021.0,0.517094017094017,0.7692307692307693,0.23076923076923078,0.5769230769230769,969.7108893950398,1408.6666666666667,661.6428571428571,1019.6136363636364,107.5100517437474,140.69565217391303,84.375,112.27777777777777,26.0,134.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
138,108.0,1.0,"In 1974, he founded Arista Records, naming it after his secondary school honor society.",FOUNDER,1.0,41.553571428571445,65.73,8.0,11.777777777777779,18.0,8.0,10.0,1340.6666666666667,2563.0,778.0,988.0,0.3968253968253968,0.5714285714285714,0.2857142857142857,0.42857142857142855,981.5145061728394,1493.0714285714287,649.2166666666666,1022.6,110.27629462041227,142.38888888888889,95.11111111111111,101.77777777777777,14.0,87.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139,227.0,1.0,"Henry Ford (July 30, 1863 - April 7, 1947) was the founder of the Henry Ford Motor Company which later became Cadillac and Ford Motor Company.",FOUNDER,1.0,47.037307692307735,54.56,10.0,12.0,24.0,7.0,11.0,1264.4444444444443,2775.0,547.0,1118.0,0.5811965811965812,0.7307692307692307,0.2692307692307692,0.6538461538461539,965.2508887960643,1471.625,629.3333333333334,1004.7631578947369,102.19628365461699,116.53846153846153,78.14285714285714,104.22222222222223,26.0,142.0,41.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
140,228.0,1.0,"Henry Ford, with eleven other investors and $28,000 in capital, incorporated the Ford Motor Company in 1903.",FOUNDER,1.0,30.332941176470626,45.76,11.0,28.11111111111111,54.0,12.0,26.0,3325.3333333333335,6546.0,1408.0,2637.0,0.27450980392156865,0.47058823529411764,0.17647058823529413,0.23529411764705882,981.0095644739873,1401.4304733727813,626.5589743589744,989.5,118.22501959947135,158.5,90.05263157894737,117.33333333333333,17.0,108.0,32.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5555555555555556
141,230.0,1.0,"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.",FOUNDER,1.0,35.94800000000001,46.1,13.0,17.22222222222222,32.0,9.0,16.0,2026.111111111111,4393.0,784.0,1747.0,0.4577777777777778,0.68,0.24,0.4,990.2322706844271,1479.6666666666667,633.4953703703703,1023.5263157894736,112.29356407481409,137.28125,87.11111111111111,108.55555555555556,25.0,152.0,43.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
142,173.0,4.0,Ball however was elected to the Senate for the same seat in 1942.,CONTROL,2.0,69.99384615384618,83.66,5.0,9.222222222222221,15.0,6.0,8.0,1107.6666666666667,2170.0,681.0,916.0,0.4444444444444444,0.6923076923076923,0.3076923076923077,0.46153846153846156,971.9184670781893,1589.25,622.125,963.5714285714286,117.02832383665717,144.66666666666666,90.55555555555556,114.625,13.0,65.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
143,231.0,1.0,"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.",FOUNDER,1.0,15.403529411764737,28.84,12.0,15.777777777777779,24.0,12.0,15.0,1865.4444444444443,3650.0,1197.0,1717.0,0.2875816993464052,0.47058823529411764,0.17647058823529413,0.23529411764705882,1020.6617657915277,1540.0,611.6632653061224,1002.6923076923077,115.05531135531136,152.08333333333334,92.6,114.46666666666667,17.0,123.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
144,231.0,4.0,"With his interest in race cars, he formed a second company, the Henry Ford Company.",FOUNDER,1.0,56.25000000000003,64.71,8.0,9.777777777777779,12.0,6.0,10.0,1141.888888888889,1750.0,702.0,1066.0,0.45185185185185184,0.6,0.26666666666666666,0.4,962.2881359895249,1415.8333333333333,592.3888888888889,932.3148148148149,116.89563492063492,145.83333333333334,101.33333333333333,117.0,15.0,83.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
