sample_id,sentence_1,sentence_2,pred_label,gold_label,prompt_text,confidence,logprobs,c,n,e
61.0,A black dog has just jumped into a swimming pool.,A dog jumped into a pool to cool off.,neutral,neutral,"A black dog has just jumped into a swimming pool.

Can we infer that a dog jumped into a pool to cool off? Answer as yes, no or maybe.

Answer:",0.9980013198266046,"{
  "" "": -10.766143,
  "" Maybe"": -0.0020006802,
  "" Yes"": -6.755004,
  "" maybe"": -8.367266,
  ""Maybe"": -7.5376277
}",6.863531550427293e-05,0.9987663295103262,0.0011650351741695976
62.0,A ballerina in a black dress and tights dances in front of a concrete wall.,a man dancing,contradiction,contradiction,"A ballerina in a black dress and tights dances in front of a concrete wall.

Can we infer that a man dancing? Answer as yes, no or maybe.

Answer:",0.8214619420227962,"{
  "" Maybe"": -1.7410631,
  "" No"": -0.19666967,
  "" maybe"": -7.000966,
  ""Maybe"": -8.443822,
  ""No"": -6.369155
}",0.8231755486343418,0.1764601315244246,0.0003643198412335291
63.0,there is a lady standing and six people laying on a gym floor.,There are seven people in the gym.,neutral,entailment,"there is a lady standing and six people laying on a gym floor.

Can we infer that there are seven people in the gym? Answer as yes, no or maybe.

Answer:",0.9922341327782593,"{
  "" Maybe"": -0.0077961786,
  "" Yes"": -4.997338,
  "" maybe"": -7.455309,
  ""Maybe"": -7.9455113,
  ""Yes"": -10.410617
}",4.723718700883062e-05,0.9931667444139606,0.006786018399030587
64.0,A couple is back to back in formal attire.,Two people are facing away from each other.,entailment,entailment,"A couple is back to back in formal attire.

Can we infer that two people are facing away from each other? Answer as yes, no or maybe.

Answer:",0.5728392171411424,"{
  "" Maybe"": -0.85880315,
  "" Yes"": -0.5571502,
  "" maybe"": -7.875242,
  "" yes"": -7.732756,
  ""Yes"": -6.0874653
}",0.00040250581817535824,0.4240488840339582,0.5755486101478664
65.0,A biker pops a wheelie along side the colorful wall.,A person is riding a bike near a wall.,entailment,entailment,"A biker pops a wheelie along side the colorful wall.

Can we infer that a person is riding a bike near a wall? Answer as yes, no or maybe.

Answer:",0.9387590495033034,"{
  "" "": -9.500086,
  "" Maybe"": -2.8524268,
  "" Yes"": -0.063196436,
  "" yes"": -7.308712,
  ""Yes"": -5.9448166
}",0.00024777428195887907,0.05770411447219884,0.9420481112458423
66.0,A street vendor selling cupcakes.,There is a person outside in this picture,neutral,entailment,"A street vendor selling cupcakes.

Can we infer that there is a person outside in this picture? Answer as yes, no or maybe.

Answer:",0.9469897097607757,"{
  "" Maybe"": -0.054467052,
  "" Yes"": -2.955441,
  "" maybe"": -7.836737,
  ""Maybe"": -8.044539,
  ""Yes"": -8.709375
}",7.375493659889099e-05,0.9477055147464872,0.052220730316913926
67.0,An infant napping in it's crib in pajamas.,A baby is sleeping in a crib with its blanket.,neutral,neutral,"An infant napping in it's crib in pajamas.

Can we infer that a baby is sleeping in a crib with its blanket? Answer as yes, no or maybe.

Answer:",0.9971195238552347,"{
  "" "": -10.374863,
  "" Maybe"": -0.0028846327,
  "" Yes"": -6.3604684,
  "" maybe"": -7.818579,
  ""Maybe"": -7.3118896
}",8.217203704941056e-05,0.9981892710967806,0.0017285568661699884
68.0,A couple kissing in front of a black Mercedes Benz limousine,A couple kissing in front of a car,neutral,entailment,"A couple kissing in front of a black Mercedes Benz limousine

Can we infer that a couple kissing in front of a car? Answer as yes, no or maybe.

Answer:",0.9707925104327944,"{
  "" Maybe"": -0.02964252,
  "" Yes"": -3.5797446,
  "" maybe"": -7.3641667,
  ""Maybe"": -7.902821,
  ""Yes"": -8.994001
}",0.00019726631166738784,0.9717957627059349,0.02800697098239767
69.0,A group of people in blue pants and shirts in motion.,There are people moving.,entailment,entailment,"A group of people in blue pants and shirts in motion.

Can we infer that there are people moving? Answer as yes, no or maybe.

Answer:",0.7893710656680126,"{
  "" Maybe"": -1.5847547,
  "" Yes"": -0.23651877,
  "" maybe"": -8.487401,
  "" yes"": -7.385959,
  ""Yes"": -5.406013
}",0.0003154131437643759,0.2052041210608025,0.7944804657954332
70.0,A father and children ride bikes in city street.,A woman and her daughters ride their bikes.,neutral,contradiction,"A father and children ride bikes in city street.

Can we infer that a woman and her daughters ride their bikes? Answer as yes, no or maybe.

Answer:",0.9988659500212468,"{
  "" "": -11.389001,
  "" Maybe"": -0.0011346935,
  "" No"": -10.669498,
  "" maybe"": -7.390226,
  ""Maybe"": -7.665113
}",2.3243198647891757e-05,0.9999521102251951,2.464657615697252e-05
71.0,a poor looking person with white cream smeared around his eyes sitting on a backpack.,A dirty man with some product under his eyes is sitting on a pillow.,neutral,contradiction,"a poor looking person with white cream smeared around his eyes sitting on a backpack.

Can we infer that a dirty man with some product under his eyes is sitting on a pillow? Answer as yes, no or maybe.

Answer:",0.9977038908008081,"{
  "" "": -11.333988,
  "" Maybe"": -0.0022987493,
  "" No"": -6.7548103,
  "" maybe"": -7.9456067,
  ""Maybe"": -7.218361
}",0.0011652608633401244,0.9987911085510053,4.36305856545971e-05
72.0,A man sleeping on a chair with a newspaper on his chest.,the man is a farmer,neutral,neutral,"A man sleeping on a chair with a newspaper on his chest.

Can we infer that the man is a farmer? Answer as yes, no or maybe.

Answer:",0.9972986984987335,"{
  "" "": -9.431786,
  "" Maybe"": -0.0027049566,
  "" No"": -6.545445,
  "" maybe"": -7.553186,
  ""Maybe"": -7.3678203
}",0.0014366446334469847,0.998454377706453,0.0001089776601000958
73.0,A boy in a gray hoodie and black cap holds up an American flag.,A person is holding an American flag.,entailment,entailment,"A boy in a gray hoodie and black cap holds up an American flag.

Can we infer that a person is holding an American flag? Answer as yes, no or maybe.

Answer:",0.7642856746555124,"{
  "" Maybe"": -1.4597907,
  "" Yes"": -0.26881364,
  "" maybe"": -8.828719,
  "" yes"": -7.77736,
  ""Yes"": -5.961137
}",0.0002868752695441845,0.2324313526111216,0.7672817721193342
74.0,A young boy asleep in a stroller.,A young boy is taking his afternoon nap.,neutral,neutral,"A young boy asleep in a stroller.

Can we infer that a young boy is taking his afternoon nap? Answer as yes, no or maybe.

Answer:",0.9981030672554392,"{
  "" "": -11.041239,
  "" Maybe"": -0.0018987342,
  "" Yes"": -6.644284,
  "" maybe"": -8.3026285,
  ""Maybe"": -8.121793
}",5.0632700933306296e-05,0.9986479273833408,0.001301439915725795
75.0,"Neck and neck to the finish line, every competitor has been training for this race.",The competitors have trained very hard and are all very close to the finish line.,entailment,entailment,"Neck and neck to the finish line, every competitor has been training for this race.

Can we infer that the competitors have trained very hard and are all very close to the finish line? Answer as yes, no or maybe.

Answer:",0.5275971605377653,"{
  "" Maybe"": -0.75850934,
  "" Yes"": -0.63942224,
  "" maybe"": -8.048301,
  "" yes"": -7.9191976,
  ""Yes"": -5.8633695
}",0.0005137698050650119,0.46868372303486167,0.5308025071600734
76.0,A football team wearing purple and white trying to stop the runner with the ball.,Lacrosse players celebrate a victory.,neutral,contradiction,"A football team wearing purple and white trying to stop the runner with the ball.

Can we infer that lacrosse players celebrate a victory? Answer as yes, no or maybe.

Answer:",0.9989381908187285,"{
  "" "": -12.129352,
  "" Maybe"": -0.0010623733,
  "" maybe"": -7.9267254,
  ""Maybe"": -7.290016,
  ""maybe"": -11.759252
}",5.354437819626856e-06,0.9999892911243607,2.6772189097856725e-06
77.0,Many small sailboats sitting at a dock., Many small sailboats docked.,neutral,entailment,"Many small sailboats sitting at a dock.

Can we infer that  Many small sailboats docked? Answer as yes, no or maybe.

Answer:",0.9922723982316362,"{
  "" Maybe"": -0.0077576144,
  "" No"": -5.1231923,
  "" Yes"": -7.1603127,
  "" maybe"": -7.501316,
  ""Maybe"": -7.8478513
}",0.0059569760549072134,0.993215345550151,0.0007768116062455289
78.0,One biker is running with their bike while another is riding around them.,The people are part of a club,neutral,neutral,"One biker is running with their bike while another is riding around them.

Can we infer that the people are part of a club? Answer as yes, no or maybe.

Answer:",0.9991947294045334,"{
  ""\n"": -9.821215,
  "" "": -10.186708,
  "" Maybe"": -0.000805595,
  "" maybe"": -8.634266,
  ""Maybe"": -7.5495663
}",5.0514079842578496e-05,0.9998989718403148,2.5257039921289248e-05
79.0,A person wearing an orange shirt with a backpack on looking across a segment of lush green trees.,A person is meditating and looking at the peaceful lush green trees.,neutral,neutral,"A person wearing an orange shirt with a backpack on looking across a segment of lush green trees.

Can we infer that a person is meditating and looking at the peaceful lush green trees? Answer as yes, no or maybe.

Answer:",0.999424446234649,"{
  ""\n"": -11.39931,
  "" "": -11.912781,
  "" Maybe"": -0.00057571946,
  "" maybe"": -8.79601,
  ""Maybe"": -7.830097
}",1.331557567857411e-05,0.9999733688486429,6.657787839259299e-06
80.0,Two men fight in a ring while spectators look on.,Boxers fight as the crowd screams.,neutral,neutral,"Two men fight in a ring while spectators look on.

Can we infer that boxers fight as the crowd screams? Answer as yes, no or maybe.

Answer:",0.9991843581567934,"{
  ""\n"": -10.754495,
  "" "": -11.240869,
  "" Maybe"": -0.00081597466,
  "" maybe"": -8.105382,
  ""Maybe"": -7.6797
}",2.5809226228468152e-05,0.9999483815475431,1.290461311420632e-05
81.0,Girls playing soccer competitively in the grass.,Nobody is playing soccer.,contradiction,contradiction,"Girls playing soccer competitively in the grass.

Can we infer that nobody is playing soccer? Answer as yes, no or maybe.

Answer:",0.5369329245516169,"{
  "" Maybe"": -0.7753112,
  "" No"": -0.6218821,
  "" maybe"": -7.229307,
  ""Maybe"": -7.6822295,
  ""No"": -6.774058
}",0.5380759712946084,0.46174640149171303,0.00017762721367864387
82.0,Two gray dogs running in green grass.,Two gray dogs are running.,entailment,entailment,"Two gray dogs running in green grass.

Can we infer that two gray dogs are running? Answer as yes, no or maybe.

Answer:",0.9954815165019798,"{
  "" Maybe"": -6.693886,
  "" YES"": -8.677199,
  "" Yes"": -0.0045287227,
  "" yes"": -7.7167788,
  ""Yes"": -5.937544
}",2.5800445423995733e-05,0.0012384607513615908,0.9987357388032144
83.0,"Five men in red shirts, in a line, on a basketball court, four with hands on their hearts, and same four looking upward.",A team of basketball players are on the court.,neutral,entailment,"Five men in red shirts, in a line, on a basketball court, four with hands on their hearts, and same four looking upward.

Can we infer that a team of basketball players are on the court? Answer as yes, no or maybe.

Answer:",0.9982920723712074,"{
  "" Maybe"": -0.0017093878,
  "" No"": -8.687424,
  "" Yes"": -7.1575694,
  "" maybe"": -8.238976,
  ""Maybe"": -7.708533
}",0.0001686940227970552,0.9990052066239231,0.0007789455592232548
84.0,"A bride, a groom, 3 guys, and 3 women.",The unrelated people wander aimlessly.,neutral,contradiction,"A bride, a groom, 3 guys, and 3 women.

Can we infer that the unrelated people wander aimlessly? Answer as yes, no or maybe.

Answer:",0.9944639984469813,"{
  "" "": -10.079801,
  "" Maybe"": -0.005551382,
  "" No"": -5.4682984,
  "" maybe"": -7.264466,
  ""Maybe"": -7.5158963
}",0.004218404090787005,0.9957083352898327,7.326061938028872e-05
85.0,"A group of asian women in sports attire, and one woman in the center is wearing a baseball cap.",Men are playing with a dog,contradiction,contradiction,"A group of asian women in sports attire, and one woman in the center is wearing a baseball cap.

Can we infer that men are playing with a dog? Answer as yes, no or maybe.

Answer:",0.9843358029365564,"{
  "" Maybe"": -4.2218328,
  "" No"": -0.015788177,
  "" maybe"": -9.693306,
  "" no"": -10.550714,
  ""No"": -7.0541773
}",0.9852257708093682,0.014733424604579964,4.080458605182358e-05
86.0,A snowboarder is jumping over a snow slope.,A girl jumps her green snowboard over a slope.,neutral,neutral,"A snowboarder is jumping over a snow slope.

Can we infer that a girl jumps her green snowboard over a slope? Answer as yes, no or maybe.

Answer:",0.9987380377449135,"{
  ""\n"": -10.855326,
  "" Maybe"": -0.0012627592,
  "" No"": -8.116652,
  "" maybe"": -7.953012,
  ""Maybe"": -7.4723563
}",0.0002985264557740936,0.9996582262449514,4.324729927451809e-05
87.0,a group of people on a dock lowering into the water a boat with teal and purple decorations.,The group was getting ready to go fishing on the boat.,neutral,neutral,"a group of people on a dock lowering into the water a boat with teal and purple decorations.

Can we infer that the group was getting ready to go fishing on the boat? Answer as yes, no or maybe.

Answer:",0.9992623228876418,"{
  ""\n"": -11.695846,
  "" "": -11.920918,
  "" Maybe"": -0.00073794933,
  "" maybe"": -8.474071,
  ""Maybe"": -7.5886474
}",1.1349394768711552e-05,0.9999773012104626,5.67469738432802e-06
88.0,A young girl in a bathing suit drinking a beverage in a green bottle.,The girl is drinking milk from a sippy cup.,neutral,contradiction,"A young girl in a bathing suit drinking a beverage in a green bottle.

Can we infer that the girl is drinking milk from a sippy cup? Answer as yes, no or maybe.

Answer:",0.9945120991487746,"{
  "" "": -9.595673,
  "" Maybe"": -0.0055030147,
  "" No"": -5.5933623,
  "" maybe"": -7.300083,
  ""Maybe"": -6.969627
}",0.0037224906692159393,0.9961275853183215,0.00014992401246261
89.0,Two people are sitting at a table outside of a building.,Two people are sitting eating lunch,neutral,neutral,"Two people are sitting at a table outside of a building.

Can we infer that two people are sitting eating lunch? Answer as yes, no or maybe.

Answer:",0.9994593726916359,"{
  ""\n"": -11.8392935,
  "" "": -11.487574,
  "" Maybe"": -0.0005407735,
  "" maybe"": -8.7839,
  ""Maybe"": -7.9161386
}",1.1319754383121161e-05,0.9999773604912338,5.659877191588336e-06
