sstb_id,zuco_id,content,control_id,sstb_label,BERT_MC_DROPOUT
7937,337,to say analyze that is de niro's best film since meet the parents sums up the sad state of his recent career.,,0,1.3712651425408113
7988,20,"for the most part, the ingredients are there.",,0,0.3877443024203368
8001,181,"after that, it just gets stupid and maudlin.",,-1,0.5020751010435656
8032,228,the movie is virtually without context -- journalistic or historical.,,-1,1.0546646883245792
8056,48,the movie will reach far beyond its core demographic.,,1,0.7512559053688022
8089,313,"that is essentially what's missing from blackboards -- the sense of something bigger, some ultimate point.",,0,1.150341904669926
8123,300,largely a for-fans artifact.,,0,0.8236104684393181
8144,310,"i didn't laugh at the ongoing efforts of cube, and his skinny buddy mike epps, to make like laurel and hardy'n the hood.",,-1,1.5261358636080724
8239,356,"``my god, i'm behaving like an idiot!''",,0,0.5459647725741154
8254,275,"why he was given free reign over this project -- he wrote, directed, starred and produced -- is beyond me.",,-1,1.1697525545769059
8292,117,better at putting you to sleep than a sound machine.,,-1,0.9424877144294307
8301,43,bullock's complete lack of focus and ability quickly derails the film.1,,-1,0.8294895233764124
8367,49,how did it ever get made?,,-1,0.28706110106500077
8380,293,it's never a good sign when a film's star spends the entirety of the film in a coma.,37.0,-1,0.45718070686667533
8457,205,"as written by michael berg and michael j. wilson from a story by wilson, this relentless, all-wise-guys-all-the-time approach tries way too hard and gets tiring in no time at all.",,-1,1.070854361154875
8480,385,"too much of this well-acted but dangerously slow thriller feels like a preamble to a bigger, more complicated story, one that never materializes.",,-1,1.3941177672308342
8508,47,flaccid drama and exasperatingly slow journey.,,-1,1.0716503828543935
8510,89,"suffers from rambling, repetitive dialogue and the visual drabness endemic to digital video.",,-1,0.331160462442615
8585,62,"but here's the real damn: it isn't funny, either.",,-1,0.4485485106589065
8610,23,"the acting is stiff, the story lacks all trace of wit, the sets look like they were borrowed from gilligan's island -- and the cgi scooby might well be the worst special-effects creation of the year.",,-1,0.40809445055331767
8649,149,aaliyah rarely dampens her diva persona enough to spark genuine chemistry with townsend.,,0,1.4503339942923368
8681,186,"it's badly acted, blandly directed, and could have been scripted by someone who just graduated from elementary school.",,-1,0.5818525643123085
8720,398,the sort of movie that gives tastelessness a bad rap.,,-1,0.4895970287972027
8770,75,"only a few minutes elapse before the daddy of all slashers arrives, still with the boiler suit and white mask, which look remarkably clean for a guy who has been mass-murdering since 1978 but has never been seen doing laundry.",,0,1.4337705171703905
8801,315,"while obviously an extremely personal work, it remains inextricably stuck in an emotionally unavailable rut.",,0,0.5109893487987495
8863,271,"the movie is as far as you can get from racy, to the point where it almost stops the blood flow to your brain; it has a dull, costumey feel.",34.0,-1,0.7336470317035864
8919,72,`how many more voyages can this limping but dearly-loved franchise survive?',,0,1.2575932954443634
8921,400,"fans of the tv series will be disappointed, and everyone else will be slightly bored.",44.0,0,0.37209740683616394
8954,76,"showtime is one of the hapless victims of the arrogant ``if we put together a wry white man and a chatty black man and give them guns, the movie will be funny'' syndrome.",,-1,1.4468329434687226
8974,52,could the country bears really be as bad as its trailers?,,-1,0.5965299077022423
9027,169,an atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding.,,-1,1.3431853631517898
9033,59,"a lousy movie that's not merely unwatchable, but also unlistenable.",,-1,0.9687818839458692
9049,66,"like a documentary version of fight club, shorn of social insight, intellectual pretension and cinematic interest.",,0,1.3964979211274502
9066,55,"the stupidest, most insulting movie of 2002's first quarter.",9.0,-1,0.2982432195436184
9080,322,"... pitiful, slapdash disaster.",,-1,0.24373514566831658
9104,371,"a gratingly unfunny groaner littered with zero-dimensional, unlikable characters and hackneyed, threadbare comic setups.",,-1,0.39540643048591395
9119,227,"you come away wishing, though, that the movie spent a lot less time trying to make a credible case for reports from the afterlife and a lot more time on the romantic urgency that's at the center of the story.",,0,1.3794472171556096
9188,148,"cox offers plenty of glimpses at existing photos, but there are no movies of nijinsky, so instead the director treats us to an aimless hodgepodge.",,-1,1.0625206838333414
9282,323,"as it stands, there's some fine sex onscreen, and some tense arguing, but not a whole lot more.",,0,1.295268158907672
9284,395,the picture doesn't know it's a comedy.,,0,0.6227444492513313
9285,130,"a stupid, derivative horror film that substitutes extreme gore for suspense.",16.0,-1,0.643398017776097
9325,188,"despite its raucous intent, xxx is as conventional as a nike ad and as rebellious as spring break.",,0,1.4531772114764008
9330,369,"an amateurish, quasi-improvised acting exercise shot on ugly digital video.",39.0,-1,1.2031687836395497
9348,364,a generic family comedy unlikely to be appreciated by anyone outside the under-10 set.,,-1,1.4429002161914428
9355,374,"a profoundly stupid affair, populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility.",,-1,1.063537015308615
9366,317,"the good is very, very good... the rest runs from mildly unimpressive to despairingly awful.",,0,1.2897419263788228
9396,152,... would be a total loss if not for two supporting performances taking place at the movie's edges.,,0,0.7596655990220172
9429,144,"for those for whom the name woody allen was once a guarantee of something fresh, sometimes funny, and usually genuinely worthwhile, hollywood ending is a depressing experience.",,-1,1.399743577714533
9435,338,"like being trapped inside a huge video game, where exciting, inane images keep popping past your head and the same illogical things keep happening over and over again.",,0,0.9613776008695981
9439,70,everything was as superficial as the forced new jersey lowbrow accent uma had.,,-1,0.8951360751326752
9453,183,"plods along, minus the twisted humor and eye-popping visuals that have made miike... a cult hero.",,0,1.5149081482291447
9491,229,"after sitting through this sloppy, made-for-movie comedy special, it makes me wonder if lawrence hates criticism so much that he refuses to evaluate his own work.",,-1,0.42123151732212416
9500,154,"loud, chaotic and largely unfunny.",,-1,0.6076319897547147
9506,7,"bread, my sweet has so many flaws it would be easy for critics to shred it.",,-1,1.1591653025897914
9509,16,"frida is certainly no disaster, but neither is it the kahlo movie frida fans have been looking for.",,0,1.4253337362496648
9516,276,"if you enjoy being rewarded by a script that assumes you aren't very bright, then blood work is for you.",,-1,1.219884981355462
9518,15,the film's stagecrafts are intimate and therefore bolder than the otherwise calculated artifice that defines and overwhelms the film's production design.,,0,1.3504667646240194
9599,36,"for the rest of us, sitting through dahmer's two hours amounts to little more than punishment.",,-1,1.0647485470926181
9600,246,narc can only remind us of brilliant crime dramas without becoming one itself.,,0,1.2833503631421574
9620,302,"if you're over 25, have an iq over 90, and have a driver's license, you should be able to find better entertainment.",,-1,0.9922074688372415
9642,235,"a thoroughly awful movie -- dumb, narratively chaotic, visually sloppy... a weird amalgam of `the thing' and a geriatric `scream.'",,-1,0.2990560525472587
9644,200,"nothing sticks, really, except a lingering creepiness one feels from being dragged through a sad, sordid universe of guns, drugs, avarice and damaged dreams.",,-1,0.25396288942163375
9703,207,this is one of the biggest disappointments of the year.,30.0,-1,0.26167392505354997
9725,53,"at times, the movie looks genuinely pretty.",,1,0.6904168706434327
9730,132,it's 51 times better than this.,,0,0.6694174450077821
9731,219,"it's difficult to conceive of anyone who has reached puberty actually finding the characters in slackers or their antics amusing, let alone funny.",,-1,1.4760366294811327
9760,5,presents a good case while failing to provide a reason for us to care beyond the very basic dictums of human decency.,,0,1.4116108965720193
9768,365,"an amalgam of the fugitive, blade runner, and total recall, only without much energy or tension.",,0,1.0118396323985328
9824,145,bella is the picture of health with boundless energy until a few days before she dies.,,0,1.4500696569579608
9830,340,the rock has a great presence but one battle after another is not the same as one battle followed by killer cgi effects.,,0,1.2515706349937987
9852,147,what should have been a cutting hollywood satire is instead about as fresh as last week's issue of variety.,,-1,1.4590660694245943
9857,19,"the movie's plot is almost entirely witless and inane, carrying every gag two or three times beyond its limit to sustain a laugh.",,-1,1.2075945851768533
9885,196,"a loud, ugly, irritating movie without any of its satirical salvos hitting a discernible target.",28.0,-1,0.5118487891007736
9902,368,"co-writer/director jonathan parker's attempts to fashion a brazil-like, hyper-real satire fall dreadfully short.",,-1,0.733666293760483
9917,105,"rob schneider's infantile cross-dressing routines fill the hot chick, the latest gimmick from this unimaginative comedian.",,-1,1.377949764214547
9920,27,the film is so bad it doesn't improve upon the experience of staring at a blank screen.,5.0,-1,0.2788419641889417
9982,96,deserves high marks for political courage but barely gets by on its artistic merits.,,0,1.453318753198061
10011,382,"thanks largely to williams, all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film.",,-1,1.2851240202205056
10023,64,it's a fanboy `what if?',,0,0.4723181898389926
10032,236,"one of those staggeringly well-produced, joylessly extravagant pictures that keep whooshing you from one visual marvel to the next, hastily, emptily.",,0,1.3242290914083894
10035,305,it's the funniest american comedy since graffiti bridge.,,1,0.7270128009465535
10041,163,"stitch is a bad mannered, ugly and destructive little ****.",,-1,0.2012147140126111
10061,231,"for all the complications, it's all surprisingly predictable.",,0,1.4606753110887176
10064,278,but his showboating wise-cracker stock persona sure is getting old.,,0,1.34628500646829
10065,14,"if deuces wild had been tweaked up a notch it would have become a camp adventure, one of those movies that's so bad it starts to become good.",,0,1.328609661508516
10098,349,distinctly sub-par... more likely to drown a viewer in boredom than to send any shivers down his spine.,,-1,1.1452451988116066
10176,402,"bray is completely at sea; with nothing but a savage garden music video on his resume, he has no clue about making a movie.",,-1,1.0199610831289019
10223,350,godard's ode to tackling life's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess... in praise of love remains a ponderous and pretentious endeavor that's unfocused and tediously exasperating.,,-1,1.2968156588001356
10256,376,it isn't that stealing harvard is a horrible movie -- if only it were that grand a failure!,,-1,0.3681854464639758
10267,167,"like life on the island, the movie grows boring despite the scenery.",22.0,-1,0.5647116124444277
10283,122,"apparently, romantic comedy with a fresh point of view just doesn't figure in the present hollywood program.",,-1,1.3901581246686945
10357,143,"if legendary shlockmeister ed wood had ever made a movie about a vampire, it probably would look a lot like this alarming production, adapted from anne rice's novel the vampire chronicles.",19.0,0,1.4334813283429648
10394,170,"even by the intentionally low standards of frat-boy humor, sorority boys is a bowser.",,-1,1.378001960949084
10507,51,"it briefly flirts with player masochism, but the point of real interest -- audience sadism -- is evaded completely.",,0,1.202609926015571
10544,343,"the problem is that for the most part, the film is deadly dull.",,-1,0.4503527376534455
10558,290,"i have no problem with ``difficult'' movies, or movies that ask the audience to meet them halfway and connect the dots instead of having things all spelled out.",,0,1.5192295562973746
10598,217,i'm not sure which will take longer to heal: the welt on johnny knoxville's stomach from a riot-control projectile or my own tortured psyche.,,-1,1.025508469523807
10599,218,"while serving sara does have a long way to go before it reaches the level of crudity in the latest austin powers extravaganza, there's nothing here to match that movie's intermittent moments of inspiration.",,0,1.459354656312742
10613,378,those unfamiliar with mormon traditions may find the singles ward occasionally bewildering.,,0,1.4220997744828403
10629,394,"feels slight, as if it were an extended short, albeit one made by the smartest kids in class.",,0,1.3684117783803467
10637,94,"even as i valiantly struggled to remain interested, or at least conscious, i could feel my eyelids... getting... very... heavy...",13.0,-1,0.9814386891621413
10693,335,... about as exciting to watch as two last-place basketball teams playing one another on the final day of the season.,,-1,0.8064923472683393
10739,341,visually sumptuous but intellectually stultifying.,,0,1.5284725918853452
10758,102,"even a hardened voyeur would require the patience of job to get through this interminable, shapeless documentary about the swinging subculture.",,-1,1.3929125128135877
10774,193,after that it becomes long and tedious like a classroom play in a college history course.,27.0,-1,1.4769895853495636
10799,71,"despite the holes in the story and the somewhat predictable plot, moments of the movie caused me to jump in my chair...",,0,1.4524715666599106
10816,239,"in a strange way, egoyan has done too much.",,0,0.9727067000212093
10833,11,the film rehashes several old themes and is capped with pointless extremes -- it's insanely violent and very graphic.,,-1,0.5059835357714111
10839,28,weiss and speck never make a convincing case for the relevance of these two 20th-century footnotes.,,0,1.4158483771066281
10893,397,"starts out mediocre, spirals downward, and thuds to the bottom of the pool with an utterly incompetent conclusion.",43.0,-1,0.5121869499880326
10918,214,"feels like nothing quite so much as a middle-aged moviemaker's attempt to surround himself with beautiful, half-naked women.",,0,1.4496340249033253
10920,392,"this picture is murder by numbers, and as easy to be bored by as your abc's, despite a few whopping shootouts.",,-1,1.4657634178144936
10966,175,attal pushes too hard to make this a comedy or serious drama.,,-1,0.8108545152248235
10997,8,"slow, silly and unintentionally hilarious.",1.0,0,1.4912753242434826
11002,283,this stuck pig of a movie flails limply between bizarre comedy and pallid horror.,,-1,0.8948650304749155
11010,125,"no french people were harmed during the making of this movie, but they were insulted and the audience was put through torture for an hour and a half.",,-1,0.5441703485906755
11063,362,adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio.,,0,0.979446528125872
11141,42,"this hastily mounted production exists only to capitalize on hopkins' inclination to play hannibal lecter again, even though harris has no immediate inclination to provide a fourth book.",,-1,1.1292759217483914
11191,82,"the movie is almost completely lacking in suspense, surprise and consistent emotional conviction.",,-1,1.3965178711149502
11192,140,festers in just such a dungpile that you'd swear you were watching monkeys flinging their feces at you.,,-1,1.231731490312194
11255,404,men in black ii achieves ultimate insignificance -- it's the sci-fi comedy spectacle as whiffle-ball epic.,,-1,1.290371640854957
11257,78,"a zombie movie in every sense of the word -- mindless, lifeless, meandering, loud, painful, obnoxious.",,-1,0.4429305683814847
11314,187,"the sort of picture in which, whenever one of the characters has some serious soul searching to do, they go to a picture-perfect beach during sunset.",,-1,1.0122005379913683
11315,330,"aptly named, this shimmering, beautifully costumed and filmed production doesn't work for me.",,0,1.4792674955602414
11318,366,"everything its title implies, a standard-issue crime drama spat out from the tinseltown assembly line.",,0,1.03197028767335
11327,112,what a great shame that such a talented director as chen kaige has chosen to make his english-language debut with a film so poorly plotted and scripted.,,-1,1.3281066982460676
11353,316,"a dim-witted and lazy spin-off of the animal planet documentary series, crocodile hunter is entertainment opportunism at its most glaring.",,-1,1.26718330603045
11358,403,"it's not a particularly good film, but neither is it a monsterous one.",46.0,0,0.5719863495889363
11376,157,"harris is supposed to be the star of the story, but comes across as pretty dull and wooden.",,0,1.0139735071391132
11399,245,"some movies can get by without being funny simply by structuring the scenes as if they were jokes: a setup, delivery and payoff.",,0,1.2897175048424003
11411,328,an awful movie that will only satisfy the most emotionally malleable of filmgoers.,,-1,0.6594106344673296
11439,195,"blade ii has a brilliant director and charismatic star, but it suffers from rampant vampire devaluation.",,0,1.3097353394982516
11504,326,"the venezuelans say things like ``si, pretty much'' and ``por favor, go home'' when talking to americans.",,0,0.5887111034417292
11563,174,"a bittersweet contemporary comedy about benevolent deception, which, while it may not rival the filmmaker's period pieces, is still very much worth seeing.",,1,1.3153970083646551
11604,370,"``the kid stays in the picture'' is a great story, terrifically told by the man who wrote it but this cliff notes edition is a cheat.",,0,1.2755595490580722
11627,345,an exhilarating experience.,,1,0.42142237506891916
11661,46,"reassuring, retro uplifter.",,1,0.5681055610722171
11783,141,under-rehearsed and lifeless,18.0,-1,0.414965286442275
